term,value
m1,0.018782848
m2,-0.023249015
m3,0.017646017
m4,-0.04962618
m5,-0.0536803
m6,-0.1287907
m7,-0.100782216
m1.2,-0.0029123127
m2.3,0.06582206
m3.4,0.05712858
m4.5,0.15383701
m5.6,-0.42540783
m6.7,-0.3352056
m1.2.3,0.010225773
m2.3.4,-0.05327136
m3.4.5,-0.12536716
m4.5.6,-0.29282996
m5.6.7,0.21033162
m1.2.3.4,0.0047770664
m2.3.4.5,0.040624134
m3.4.5.6,0.3946349
m4.5.6.7,0.1440376
m1.2.3.4.5,-0.032125
m2.3.4.5.6,-0.2531077
m3.4.5.6.7,-0.26723114
m1.2.3.4.5.6,0.03598202
m2.3.4.5.6.7,0.16895553
m1.2.3.4.5.6.7,-0.05156809
