term,value
m1,0.015429531
m2,0.017170863
m3,0.0017648833
m4,-0.0106281405
m5,-0.0015707999
m6,-0.02087695
m7,-0.018980928
m8,-0.08132195
m9,-0.0074425316
m10,-0.009237712
m11,0.0034992974
m12,0.011806232
m13,0.07741411
m14,-0.004035102
m15,0.02201918
m16,-0.020399982
m17,0.03754054
m18,0.008650682
m19,0.043115623
m20,-0.06477355
m1.2,0.001654882
m2.3,0.011576569
m3.4,0.008139139
m4.5,0.012753258
m5.6,0.023596793
m6.7,-0.010550967
m7.8,0.07489516
m8.9,0.036283407
m9.10,0.014593681
m10.11,0.023347218
m11.12,0.029530205
m12.13,-0.009662
m13.14,0.014498933
m14.15,0.016430419
m15.16,0.050703526
m16.17,0.034164306
m17.18,0.012120655
m18.19,-0.002879554
m19.20,0.04323908
m1.2.3,-0.006669287
m2.3.4,0.018906578
m3.4.5,0.015773386
m4.5.6,-0.0039148945
m5.6.7,-0.005346818
m6.7.8,-0.011815635
m7.8.9,-0.069071695
m8.9.10,0.036096156
m9.10.11,-0.029699897
m10.11.12,-0.009791626
m11.12.13,-0.03949762
m12.13.14,-0.0012775157
m13.14.15,-0.056615163
m14.15.16,-0.0036362787
m15.16.17,-0.068896666
m16.17.18,0.015597076
m17.18.19,-0.044211242
m18.19.20,0.004671839
m1.2.3.4,-0.011647883
m2.3.4.5,-0.054281764
m3.4.5.6,-0.049524322
m4.5.6.7,-0.004592023
m5.6.7.8,0.028547887
m6.7.8.9,0.050348997
m7.8.9.10,-0.0053855153
m8.9.10.11,-0.029216688
m9.10.11.12,-0.014951383
m10.11.12.13,-0.019729922
m11.12.13.14,-0.0069931857
m12.13.14.15,0.010633703
m13.14.15.16,-0.007921339
m14.15.16.17,0.02558865
m15.16.17.18,0.006398256
m16.17.18.19,-0.05222057
m17.18.19.20,-0.004393921
m1.2.3.4.5,0.0013871975
m2.3.4.5.6,0.055023164
m3.4.5.6.7,0.05026137
m4.5.6.7.8,-0.008842889
m5.6.7.8.9,-0.032954022
m6.7.8.9.10,-0.027607076
m7.8.9.10.11,0.03229278
m8.9.10.11.12,0.03115416
m9.10.11.12.13,0.033655416
m10.11.12.13.14,0.02939724
m11.12.13.14.15,0.024141803
m12.13.14.15.16,-0.015592447
m13.14.15.16.17,-0.01850001
m14.15.16.17.18,-0.018759347
m15.16.17.18.19,0.035211932
m16.17.18.19.20,0.025299892
m1.2.3.4.5.6,-0.0046186065
m2.3.4.5.6.7,-0.05223603
m3.4.5.6.7.8,-0.0316045
m4.5.6.7.8.9,0.016343817
m5.6.7.8.9.10,-0.03281062
m6.7.8.9.10.11,-0.0066962102
m7.8.9.10.11.12,-0.01982303
m8.9.10.11.12.13,-0.013313414
m9.10.11.12.13.14,-0.027381908
m10.11.12.13.14.15,-0.026333328
m11.12.13.14.15.16,0.012070615
m12.13.14.15.16.17,0.019965086
m13.14.15.16.17.18,0.038518697
m14.15.16.17.18.19,-0.011508431
m15.16.17.18.19.20,-0.027259002
m1.2.3.4.5.6.7,0.016460557
m2.3.4.5.6.7.8,0.017512264
m3.4.5.6.7.8.9,0.0051967255
m4.5.6.7.8.9.10,0.028666578
m5.6.7.8.9.10.11,0.02814221
m6.7.8.9.10.11.12,0.026735827
m7.8.9.10.11.12.13,-0.029285412
m8.9.10.11.12.13.14,0.014390748
m9.10.11.12.13.14.15,0.042894065
m10.11.12.13.14.15.16,-0.0015716664
m11.12.13.14.15.16.17,-0.013628164
m12.13.14.15.16.17.18,-0.01803815
m13.14.15.16.17.18.19,-0.02858633
m14.15.16.17.18.19.20,0.024747323
m1.2.3.4.5.6.7.8,-0.0039172466
m2.3.4.5.6.7.8.9,0.002164172
m3.4.5.6.7.8.9.10,0.008889697
m4.5.6.7.8.9.10.11,-0.018803516
m5.6.7.8.9.10.11.12,-0.013857403
m6.7.8.9.10.11.12.13,-0.032222554
m7.8.9.10.11.12.13.14,0.00937457
m8.9.10.11.12.13.14.15,-0.053661276
m9.10.11.12.13.14.15.16,-0.03842313
m10.11.12.13.14.15.16.17,-0.0064970884
m11.12.13.14.15.16.17.18,-0.013026314
m12.13.14.15.16.17.18.19,0.01579024
m13.14.15.16.17.18.19.20,0.008801338
m1.2.3.4.5.6.7.8.9,-0.00067868154
m2.3.4.5.6.7.8.9.10,0.0049761664
m3.4.5.6.7.8.9.10.11,0.02233678
m4.5.6.7.8.9.10.11.12,-0.0066986587
m5.6.7.8.9.10.11.12.13,0.03425695
m6.7.8.9.10.11.12.13.14,0.028496388
m7.8.9.10.11.12.13.14.15,0.01910366
m8.9.10.11.12.13.14.15.16,0.07030778
m9.10.11.12.13.14.15.16.17,0.0014682689
m10.11.12.13.14.15.16.17.18,0.027001131
m11.12.13.14.15.16.17.18.19,0.0012492444
m12.13.14.15.16.17.18.19.20,-0.017179323
m1.2.3.4.5.6.7.8.9.10,-0.028848538
m2.3.4.5.6.7.8.9.10.11,-0.027712544
m3.4.5.6.7.8.9.10.11.12,-0.028966416
m4.5.6.7.8.9.10.11.12.13,-0.0008087107
m5.6.7.8.9.10.11.12.13.14,-0.04551999
m6.7.8.9.10.11.12.13.14.15,-0.0067653637
m7.8.9.10.11.12.13.14.15.16,-0.031697888
m8.9.10.11.12.13.14.15.16.17,-0.0031874971
m9.10.11.12.13.14.15.16.17.18,0.027715305
m10.11.12.13.14.15.16.17.18.19,0.00090490095
m11.12.13.14.15.16.17.18.19.20,0.009029126
m1.2.3.4.5.6.7.8.9.10.11,0.018404566
m2.3.4.5.6.7.8.9.10.11.12,0.04189929
m3.4.5.6.7.8.9.10.11.12.13,0.053906843
m4.5.6.7.8.9.10.11.12.13.14,0.029561926
m5.6.7.8.9.10.11.12.13.14.15,0.043009754
m6.7.8.9.10.11.12.13.14.15.16,0.006581989
m7.8.9.10.11.12.13.14.15.16.17,-0.0050323457
m8.9.10.11.12.13.14.15.16.17.18,-0.032524414
m9.10.11.12.13.14.15.16.17.18.19,-0.015637076
m10.11.12.13.14.15.16.17.18.19.20,-0.0017542262
m1.2.3.4.5.6.7.8.9.10.11.12,-0.005979894
m2.3.4.5.6.7.8.9.10.11.12.13,-0.044979863
m3.4.5.6.7.8.9.10.11.12.13.14,-0.04473486
m4.5.6.7.8.9.10.11.12.13.14.15,-0.037504215
m5.6.7.8.9.10.11.12.13.14.15.16,-0.015366949
m6.7.8.9.10.11.12.13.14.15.16.17,0.024790585
m7.8.9.10.11.12.13.14.15.16.17.18,0.043329656
m8.9.10.11.12.13.14.15.16.17.18.19,-0.003577585
m9.10.11.12.13.14.15.16.17.18.19.20,-0.010323392
m1.2.3.4.5.6.7.8.9.10.11.12.13,0.008910322
