term,value
m1,-0.027094299
m2,-0.053386047
m3,-0.0004708171
m4,-8.679181e-05
m5,0.00026996434
m6,-0.031245885
m7,-0.06203848
m8,-0.023773158
m9,-0.04155711
m10,-0.029820135
m11,0.02611782
m12,-0.0127465995
m13,-0.041265547
m14,-0.08855537
m15,-0.19711836
m16,-0.0547335
m17,-0.042938203
m18,-0.058220897
m19,-0.027778119
m20,-0.0619008
m21,-0.027661301
m22,-0.19853501
m23,-0.118480295
m24,-0.40369248
m25,-0.014242332
m26,-0.015332706
m27,-0.02003208
m28,-0.033858396
m29,-0.25275874
m30,-0.44807953
m31,-0.022313347
m32,0.02238518
m33,-0.027284902
m1.2,0.05232133
m2.3,0.035492003
m3.4,0.06057005
m4.5,0.04678365
m5.6,-0.052160595
m6.7,0.036046878
m7.8,0.055966333
m8.9,-0.011859834
m9.10,0.005165465
m10.11,-0.010099307
m11.12,-0.08814403
m12.13,-0.005496066
m13.14,0.0020973897
m14.15,-0.050860807
m15.16,-0.03606741
m16.17,0.072868824
m17.18,0.085602
m18.19,0.0105872825
m19.20,-0.013007686
m20.21,0.020699648
m21.22,0.014931543
m22.23,0.060313784
m23.24,0.14153951
m24.25,0.43293998
m25.26,-0.027201336
m26.27,0.06712656
m27.28,-0.0216166
m28.29,0.013588518
m29.30,0.25739127
m30.31,0.12504081
m31.32,-0.0012683049
m32.33,-0.020270891
m1.2.3,-0.025192536
m2.3.4,-0.016452052
m3.4.5,0.011234899
m4.5.6,0.044409584
m5.6.7,0.010812782
m6.7.8,-0.06689614
m7.8.9,-0.031243771
m8.9.10,-0.076797836
m9.10.11,-0.006383203
m10.11.12,0.055352908
m11.12.13,0.047105134
m12.13.14,0.020870961
m13.14.15,0.076709315
m14.15.16,0.14851569
m15.16.17,-0.016811194
m16.17.18,-0.10573504
m17.18.19,-0.055403844
m18.19.20,0.013221173
m19.20.21,0.06269294
m20.21.22,0.08036235
m21.22.23,-0.03592356
m22.23.24,0.24402589
m23.24.25,-0.21255393
m24.25.26,-0.035333898
m25.26.27,-0.11836532
m26.27.28,0.058860086
m27.28.29,0.06751631
m28.29.30,-0.062000513
m29.30.31,-0.053854533
m30.31.32,0.021525135
m31.32.33,0.0069446485
m1.2.3.4,0.004786808
m2.3.4.5,0.0046596974
m3.4.5.6,0.03484091
m4.5.6.7,-0.06283956
m5.6.7.8,-0.0072789825
m6.7.8.9,0.078319
m7.8.9.10,0.047883034
m8.9.10.11,0.2212204
m9.10.11.12,0.12965992
m10.11.12.13,0.04386945
m11.12.13.14,0.014279641
m12.13.14.15,0.07513801
m13.14.15.16,-0.005826732
m14.15.16.17,-0.08894386
m15.16.17.18,0.1511672
m16.17.18.19,0.08722888
m17.18.19.20,-0.0015840512
m18.19.20.21,0.034875568
m19.20.21.22,0.031108057
m20.21.22.23,0.0044509172
m21.22.23.24,0.005521832
m22.23.24.25,-0.05369897
m23.24.25.26,0.010125246
m24.25.26.27,-0.019584725
m25.26.27.28,0.022922162
m26.27.28.29,-0.05411917
m27.28.29.30,0.117990196
m28.29.30.31,0.116182156
m29.30.31.32,-0.010135505
m30.31.32.33,-0.0077470317
m1.2.3.4.5,0.0011024307
m2.3.4.5.6,-0.031139772
m3.4.5.6.7,-0.07520263
m4.5.6.7.8,0.15054005
m5.6.7.8.9,0.065128796
m6.7.8.9.10,0.07372834
m7.8.9.10.11,-0.20557055
m8.9.10.11.12,-0.275347
m9.10.11.12.13,-0.1761083
m10.11.12.13.14,-0.1415489
m11.12.13.14.15,-0.066869095
m12.13.14.15.16,-0.10088442
m13.14.15.16.17,0.01441234
m14.15.16.17.18,-0.010152599
m15.16.17.18.19,-0.08185045
m16.17.18.19.20,-0.02772698
m17.18.19.20.21,-0.051315613
m18.19.20.21.22,-0.21333706
m19.20.21.22.23,-0.021500561
m20.21.22.23.24,-0.045072846
m21.22.23.24.25,-0.11907295
m22.23.24.25.26,0.011979757
m23.24.25.26.27,0.0120582655
m24.25.26.27.28,-0.024539962
m25.26.27.28.29,-0.035383478
m26.27.28.29.30,0.052993707
m27.28.29.30.31,-0.104202695
m28.29.30.31.32,0.023652693
m29.30.31.32.33,0.098014906
m1.2.3.4.5.6,-0.09250968
m2.3.4.5.6.7,0.015295036
m3.4.5.6.7.8,0.1142267
m4.5.6.7.8.9,-0.11478133
m5.6.7.8.9.10,-0.0003155414
m6.7.8.9.10.11,-0.15657729
m7.8.9.10.11.12,0.16842833
m8.9.10.11.12.13,0.16868645
m9.10.11.12.13.14,0.1188958
m10.11.12.13.14.15,0.26870635
m11.12.13.14.15.16,0.02193138
m12.13.14.15.16.17,0.07721694
m13.14.15.16.17.18,-0.02458991
m14.15.16.17.18.19,0.114500955
m15.16.17.18.19.20,-0.0072667478
m16.17.18.19.20.21,-0.16581279
m17.18.19.20.21.22,0.15485078
m18.19.20.21.22.23,0.22315061
m19.20.21.22.23.24,0.052063003
m20.21.22.23.24.25,-0.018888101
m21.22.23.24.25.26,0.079247855
m22.23.24.25.26.27,0.07915656
m23.24.25.26.27.28,0.10606663
m24.25.26.27.28.29,0.0669056
m25.26.27.28.29.30,0.045725197
m26.27.28.29.30.31,-0.11784307
m27.28.29.30.31.32,-0.11175958
m28.29.30.31.32.33,-0.10796208
m1.2.3.4.5.6.7,0.15256801
m2.3.4.5.6.7.8,-0.18738393
m3.4.5.6.7.8.9,-0.099191666
m4.5.6.7.8.9.10,-0.018202424
m5.6.7.8.9.10.11,0.104337454
m6.7.8.9.10.11.12,0.14582975
m7.8.9.10.11.12.13,-0.053703655
m8.9.10.11.12.13.14,-0.045938104
m9.10.11.12.13.14.15,-0.23266587
m10.11.12.13.14.15.16,-0.006433796
m11.12.13.14.15.16.17,-0.03730192
m12.13.14.15.16.17.18,0.03254897
m13.14.15.16.17.18.19,0.051364243
m14.15.16.17.18.19.20,0.032510903
m15.16.17.18.19.20.21,0.14629446
m16.17.18.19.20.21.22,0.09461932
m17.18.19.20.21.22.23,-0.16755646
m18.19.20.21.22.23.24,-0.10773355
m19.20.21.22.23.24.25,0.01158236
m20.21.22.23.24.25.26,-0.07490511
m21.22.23.24.25.26.27,-0.15634143
m22.23.24.25.26.27.28,-0.13742237
m23.24.25.26.27.28.29,-0.1200296
m24.25.26.27.28.29.30,-0.029373016
m25.26.27.28.29.30.31,0.19020468
m26.27.28.29.30.31.32,0.036104992
m27.28.29.30.31.32.33,0.022631936
m1.2.3.4.5.6.7.8,-0.05810813
m2.3.4.5.6.7.8.9,0.08071094
m3.4.5.6.7.8.9.10,-0.09827192
m4.5.6.7.8.9.10.11,0.09520881
m5.6.7.8.9.10.11.12,-0.22363147
m6.7.8.9.10.11.12.13,-0.15743384
m7.8.9.10.11.12.13.14,0.05480323
m8.9.10.11.12.13.14.15,0.099306665
