term,value
m1,-0.001690617
m2,-0.13008702
m3,0.1198598
m4,-0.1454729
m5,0.32802063
m6,0.07470098
m7,-0.2289931
m8,-0.040561635
m9,-0.15390745
m10,0.06969435
m11,-0.0036026537
m1.2,0.050134152
m2.3,-0.010346927
m3.4,0.012010738
m4.5,0.37417483
m5.6,-0.10811731
m6.7,-0.4361015
m7.8,0.15101112
m8.9,0.03591782
m9.10,-0.221477
m10.11,0.026109606
m1.2.3,-0.023290602
m2.3.4,0.23752591
m3.4.5,-0.18391065
m4.5.6,-0.13786471
m5.6.7,0.62522054
m6.7.8,0.25194025
m7.8.9,-0.097577155
m8.9.10,0.2717774
m9.10.11,0.2573849
m1.2.3.4,-0.26556304
m2.3.4.5,-0.30820093
m3.4.5.6,0.015276924
m4.5.6.7,-0.10317516
m5.6.7.8,-0.44736424
m6.7.8.9,-0.06407416
m7.8.9.10,-0.133104
m8.9.10.11,-0.2903749
m1.2.3.4.5,0.3875564
m2.3.4.5.6,0.1818552
m3.4.5.6.7,0.009944186
m4.5.6.7.8,-1.8168707
m5.6.7.8.9,0.37102816
m6.7.8.9.10,-0.12970357
m7.8.9.10.11,-0.0139968395
m1.2.3.4.5.6,-0.1535182
m2.3.4.5.6.7,0.09982151
m3.4.5.6.7.8,1.8664843
m4.5.6.7.8.9,1.9058114
m5.6.7.8.9.10,0.21268849
m6.7.8.9.10.11,0.11215243
m1.2.3.4.5.6.7,0.14342791
m2.3.4.5.6.7.8,-0.08116694
m3.4.5.6.7.8.9,-1.916389
m4.5.6.7.8.9.10,117.026764
m5.6.7.8.9.10.11,-0.15983075
m1.2.3.4.5.6.7.8,-0.102252536
m2.3.4.5.6.7.8.9,0.012979031
m3.4.5.6.7.8.9.10,-53.65971
m4.5.6.7.8.9.10.11,-116.99216
m1.2.3.4.5.6.7.8.9,-0.035399407
m2.3.4.5.6.7.8.9.10,-63.44077
m3.4.5.6.7.8.9.10.11,53.63175
m1.2.3.4.5.6.7.8.9.10,-0.0013624057
m2.3.4.5.6.7.8.9.10.11,63.436035
m1.2.3.4.5.6.7.8.9.10.11,0.0029582009
