term,value
m1,0.012097739
m2,0.029847424
m3,0.12435909
m4,-0.029712318
m5,0.15521502
m6,0.10968677
m7,-0.070321165
m1.2,-0.017693358
m2.3,0.05421211
m3.4,0.006170707
m4.5,0.095022395
m5.6,-0.041365325
m6.7,-0.07894697
m1.2.3,0.00017585792
m2.3.4,0.0037290296
m3.4.5,-0.14222357
m4.5.6,-0.03474296
m5.6.7,0.16009396
m1.2.3.4,-0.008334795
m2.3.4.5,0.028003229
m3.4.5.6,-0.012657569
m4.5.6.7,-0.0122445235
m1.2.3.4.5,-0.0020096898
m2.3.4.5.6,-0.016560193
m3.4.5.6.7,0.01941609
m1.2.3.4.5.6,0.00653499
m2.3.4.5.6.7,-0.01927076
m1.2.3.4.5.6.7,0.016260771
