term,value
m1,-0.0085235415
m2,0.03498318
m3,0.054238964
m4,-0.022833044
m5,-0.057874672
m6,0.0019959388
m7,-0.0018851217
m8,-0.013978621
m9,-0.054451913
m10,0.066590846
m11,0.07324208
m12,-0.023909897
m13,0.011848792
m14,0.047294468
m15,0.014947088
m16,0.039476234
m17,-0.017338661
m18,0.016635042
m19,0.047984164
m20,0.0011126986
m21,0.03525953
m22,0.0026168972
m23,0.039914344
m24,0.07145673
m25,-0.028145887
m26,0.028393716
m27,0.06866536
m28,-0.003342552
m29,-0.015181681
m30,-0.03581923
m31,-0.054231066
m32,-0.009340603
m33,0.022392713
m34,0.056392632
m1.2,0.023643559
m2.3,-0.2410322
m3.4,0.050262664
m4.5,0.012257518
m5.6,-0.04668925
m6.7,0.06053684
m7.8,-0.15333231
m8.9,0.08248247
m9.10,0.07375218
m10.11,-0.08430473
m11.12,0.058646742
m12.13,0.03915724
m13.14,0.1636803
m14.15,-0.08842872
m15.16,0.021670654
m16.17,0.03451197
m17.18,-0.09536436
m18.19,-0.042073116
m19.20,-0.07542845
m20.21,-0.095611505
m21.22,-0.038712144
m22.23,-0.013579451
m23.24,-0.15254778
m24.25,-0.0361581
m25.26,-0.032285046
m26.27,-0.036486268
m27.28,-0.1083587
m28.29,0.16394864
m29.30,-0.062195048
m30.31,0.00699199
m31.32,0.01673574
m32.33,-0.09075316
m33.34,-0.10576289
m1.2.3,0.19635196
m2.3.4,0.0436849
m3.4.5,0.044986553
m4.5.6,-0.09623916
m5.6.7,0.024199223
m6.7.8,0.18662214
m7.8.9,-0.033994168
m8.9.10,-0.26952517
m9.10.11,-0.13633347
m10.11.12,-0.089806356
m11.12.13,-0.15939376
m12.13.14,-0.18880549
m13.14.15,-0.11367274
m14.15.16,-0.08372029
m15.16.17,-0.1739001
m16.17.18,0.13329457
m17.18.19,0.12709367
m18.19.20,-0.04762807
m19.20.21,0.18497832
m20.21.22,0.2082682
m21.22.23,-0.02827182
m22.23.24,0.0125478385
m23.24.25,0.25371855
m24.25.26,-0.06304176
m25.26.27,0.040565196
m26.27.28,-0.022771128
m27.28.29,-0.059174836
m28.29.30,0.09914612
m29.30.31,0.22507688
m30.31.32,-0.052791003
m31.32.33,0.02024687
m32.33.34,0.049371935
m1.2.3.4,-0.19349776
m2.3.4.5,0.17671332
m3.4.5.6,-0.10808226
m4.5.6.7,-0.0138099715
m5.6.7.8,-0.08796822
m6.7.8.9,-0.08195023
m7.8.9.10,-0.1019871
m8.9.10.11,0.30875313
m9.10.11.12,0.19614454
m10.11.12.13,0.028318629
m11.12.13.14,0.15734933
m12.13.14.15,0.07192025
m13.14.15.16,0.00038459338
m14.15.16.17,0.16473997
m15.16.17.18,0.16042145
m16.17.18.19,-0.27027348
m17.18.19.20,0.07216295
m18.19.20.21,-0.13180779
m19.20.21.22,-0.0013612857
m20.21.22.23,-0.11474779
m21.22.23.24,0.059019804
m22.23.24.25,-0.059464928
m23.24.25.26,-0.10163397
m24.25.26.27,0.14093232
m25.26.27.28,0.17366989
m26.27.28.29,-0.10031243
m27.28.29.30,-0.014781151
m28.29.30.31,-0.0901609
m29.30.31.32,-0.058151554
m30.31.32.33,0.07619183
m31.32.33.34,0.010090813
m1.2.3.4.5,0.082527265
m2.3.4.5.6,0.04869097
m3.4.5.6.7,0.12937894
m4.5.6.7.8,-0.035876352
m5.6.7.8.9,0.1620799
m6.7.8.9.10,0.025533691
m7.8.9.10.11,-0.10198129
m8.9.10.11.12,0.017334888
m9.10.11.12.13,-0.010095276
m10.11.12.13.14,0.028070876
m11.12.13.14.15,0.03548328
m12.13.14.15.16,0.10235882
m13.14.15.16.17,-0.116223596
