term,value
m1,0.041825123
m2,-0.1391031
m3,0.33038673
m4,-0.21399817
m5,-0.13441981
m6,-0.28643686
m7,0.18591346
m1.2,-0.05207356
m2.3,0.064337984
m3.4,0.06804483
m4.5,0.20847526
m5.6,-0.29640186
m6.7,-0.26945257
m1.2.3,-0.022985227
m2.3.4,-0.11550848
m3.4.5,-0.08677307
m4.5.6,0.17967793
m5.6.7,0.10135855
m1.2.3.4,0.018294819
m2.3.4.5,0.18181632
m3.4.5.6,-0.3916991
m4.5.6.7,-0.014723539
m1.2.3.4.5,-0.02507649
m2.3.4.5.6,0.025167473
m3.4.5.6.7,-0.003447745
m1.2.3.4.5.6,0.039942663
m2.3.4.5.6.7,0.0043319985
m1.2.3.4.5.6.7,-0.0026493706
