term,value
m1,-0.04303813
m2,0.05617416
m3,0.0016838238
m4,0.01744411
m5,0.10095004
m6,0.025792263
m7,0.0037720334
m8,-0.09621031
m9,-0.07105351
m10,-0.03990736
m11,0.022471588
m12,-0.031813353
m13,0.0042459834
m14,0.0043930616
m15,-0.07092641
m16,0.003924379
m17,-0.03285762
m18,-0.15541734
m19,0.0025581867
m20,0.021217633
m21,-0.037977472
m22,-0.00026509864
m23,0.045884747
m24,-0.044884022
m25,-0.0077605695
m26,-0.1804897
m27,-0.0023182156
m28,-0.0001795832
m29,-0.08922789
m1.2,-0.028963141
m2.3,0.28093603
m3.4,-0.06790514
m4.5,0.11747186
m5.6,-0.0685615
m6.7,-0.095754504
m7.8,0.09548129
m8.9,0.048380844
m9.10,-0.0003781654
m10.11,-0.82374036
m11.12,-0.35024464
m12.13,0.2612226
m13.14,-0.16716197
m14.15,-0.6471733
m15.16,0.0006867044
m16.17,0.077124976
m17.18,0.12130391
m18.19,0.040570512
m19.20,-0.035188664
m20.21,-0.08080802
m21.22,0.0259202
m22.23,0.15999402
m23.24,-0.14616232
m24.25,0.42973095
m25.26,-0.33257592
m26.27,0.04754585
m27.28,0.062173907
m28.29,0.169033
m1.2.3,-0.045704488
m2.3.4,0.0015050303
m3.4.5,-0.15562433
m4.5.6,-0.6531842
m5.6.7,0.38799745
m6.7.8,0.12817551
m7.8.9,0.08854222
m8.9.10,0.2917201
m9.10.11,0.43585125
m10.11.12,0.9167544
m11.12.13,-0.06077217
m12.13.14,-0.0053304606
m13.14.15,0.70119166
m14.15.16,0.22192125
m15.16.17,-0.3818037
m16.17.18,-0.48227352
m17.18.19,-0.7260888
m18.19.20,-0.015354374
m19.20.21,0.4626777
m20.21.22,-0.36649638
m21.22.23,-1.1184459
m22.23.24,-0.68954945
m23.24.25,-0.31354123
m24.25.26,-0.00017542299
m25.26.27,0.19842839
m26.27.28,-0.13184029
m27.28.29,-0.15838148
m1.2.3.4,0.21469726
m2.3.4.5,-0.24888623
m3.4.5.6,0.56571186
m4.5.6.7,0.10548112
m5.6.7.8,-0.2719807
m6.7.8.9,0.11566672
m7.8.9.10,-0.5542978
m8.9.10.11,-0.32637146
m9.10.11.12,0.04327138
m10.11.12.13,-0.48000526
m11.12.13.14,0.41803983
m12.13.14.15,-0.34970146
m13.14.15.16,-0.17190184
m14.15.16.17,0.09180645
m15.16.17.18,0.43882084
m16.17.18.19,0.5940304
m17.18.19.20,0.20536453
m18.19.20.21,0.05049774
m19.20.21.22,0.2616652
m20.21.22.23,0.78851724
m21.22.23.24,1.0922189
m22.23.24.25,0.10450486
m23.24.25.26,0.5304375
m24.25.26.27,-0.07922308
m25.26.27.28,-0.010768375
m26.27.28.29,0.28411466
m1.2.3.4.5,0.07649827
m2.3.4.5.6,0.688766
m3.4.5.6.7,-0.22441608
m4.5.6.7.8,0.15484282
m5.6.7.8.9,-0.13085312
m6.7.8.9.10,0.10190263
m7.8.9.10.11,0.5821327
m8.9.10.11.12,-0.19865477
m9.10.11.12.13,0.29838967
m10.11.12.13.14,-1.0929939
m11.12.13.14.15,-0.19256617
m12.13.14.15.16,-0.12605377
m13.14.15.16.17,0.02191074
m14.15.16.17.18,0.47589532
m15.16.17.18.19,-0.10493124
m16.17.18.19.20,-0.17884636
m17.18.19.20.21,-0.4110986
m18.19.20.21.22,-0.1505083
m19.20.21.22.23,0.506807
m20.21.22.23.24,-0.15687183
m21.22.23.24.25,0.45721224
m22.23.24.25.26,0.020443257
m23.24.25.26.27,0.36506996
m24.25.26.27.28,-0.2884517
m25.26.27.28.29,-0.34988055
m1.2.3.4.5.6,-0.5602465
m2.3.4.5.6.7,-0.2043049
m3.4.5.6.7.8,0.060016938
m4.5.6.7.8.9,0.039497767
m5.6.7.8.9.10,0.13192089
m6.7.8.9.10.11,-0.13420554
m7.8.9.10.11.12,-0.32202876
m8.9.10.11.12.13,0.056460258
m9.10.11.12.13.14,0.17009285
m10.11.12.13.14.15,0.4036035
m11.12.13.14.15.16,-0.014547224
m12.13.14.15.16.17,0.06777292
m13.14.15.16.17.18,0.44214746
m14.15.16.17.18.19,-0.2897572
m15.16.17.18.19.20,0.040415693
m16.17.18.19.20.21,-0.17754157
m17.18.19.20.21.22,0.020577725
m18.19.20.21.22.23,0.09461766
m19.20.21.22.23.24,-0.39290836
m20.21.22.23.24.25,-0.30674064
m21.22.23.24.25.26,-0.22627158
m22.23.24.25.26.27,-0.14491946
m23.24.25.26.27.28,0.081839785
m24.25.26.27.28.29,0.3566351
m1.2.3.4.5.6.7,0.02676081
m2.3.4.5.6.7.8,-0.20640644
m3.4.5.6.7.8.9,-0.055375922
m4.5.6.7.8.9.10,0.03295675
m5.6.7.8.9.10.11,-0.010830851
m6.7.8.9.10.11.12,0.05331561
