term,value
m1,0.0014163915
m2,0.01835853
m3,0.009043518
m4,-0.0010524727
m5,-0.016360406
m6,-0.010854261
m7,-0.0058678202
m8,-0.028443193
m9,0.019738115
m10,-0.014505862
m11,0.016930293
m12,0.07624413
m1.2,-0.0026157293
m2.3,0.006108939
m3.4,0.002704868
m4.5,0.012322957
m5.6,0.011203917
m6.7,-0.0038376264
m7.8,0.033800438
m8.9,0.023067806
m9.10,0.050415173
m10.11,0.0347308
m11.12,-0.005128665
m1.2.3,0.00022307504
m2.3.4,-0.0055561494
m3.4.5,-0.0030784383
m4.5.6,-0.0015944876
m5.6.7,0.003853221
m6.7.8,-0.0064038085
m7.8.9,-0.034086965
m8.9.10,-0.0011109607
m9.10.11,-0.009214468
m10.11.12,-0.0071783746
m1.2.3.4,0.00082017854
m2.3.4.5,-0.0034107482
m3.4.5.6,-0.0034399722
m4.5.6.7,-0.0030934736
m5.6.7.8,0.008772321
m6.7.8.9,0.006717678
m7.8.9.10,0.0011017295
m8.9.10.11,0.0029582568
m9.10.11.12,-0.067550674
m1.2.3.4.5,0.00057421625
m2.3.4.5.6,0.00025157258
m3.4.5.6.7,0.008545527
m4.5.6.7.8,-0.014546106
m5.6.7.8.9,-0.0035806326
m6.7.8.9.10,0.01822635
m7.8.9.10.11,-0.0044467477
m8.9.10.11.12,0.0006105229
m1.2.3.4.5.6,0.003444478
m2.3.4.5.6.7,0.002801599
m3.4.5.6.7.8,-0.019212427
m4.5.6.7.8.9,0.012104458
m5.6.7.8.9.10,-0.00994429
m6.7.8.9.10.11,-0.0062573934
m7.8.9.10.11.12,0.008206453
m1.2.3.4.5.6.7,-0.0060181394
m2.3.4.5.6.7.8,0.03418798
m3.4.5.6.7.8.9,0.013737969
m4.5.6.7.8.9.10,0.005748147
m5.6.7.8.9.10.11,0.0065830955
m6.7.8.9.10.11.12,-0.003929054
m1.2.3.4.5.6.7.8,0.0028888248
m2.3.4.5.6.7.8.9,-0.025962615
m3.4.5.6.7.8.9.10,-0.012536604
m4.5.6.7.8.9.10.11,-0.005986045
m5.6.7.8.9.10.11.12,-0.00015568198
m1.2.3.4.5.6.7.8.9,-0.0016691005
m2.3.4.5.6.7.8.9.10,-0.013043398
m3.4.5.6.7.8.9.10.11,0.015800375
m4.5.6.7.8.9.10.11.12,0.0021886416
m1.2.3.4.5.6.7.8.9.10,0.00093681086
m2.3.4.5.6.7.8.9.10.11,-0.012912199
m3.4.5.6.7.8.9.10.11.12,-0.0030352324
m1.2.3.4.5.6.7.8.9.10.11,8.461997e-06
m2.3.4.5.6.7.8.9.10.11.12,-0.0001152996
m1.2.3.4.5.6.7.8.9.10.11.12,1.1609867e-05
