term,value
m1,0.0027868587
m2,-0.22536942
m3,-0.16826181
m4,-0.16783512
m5,0.0075912178
m6,-0.13612992
m7,0.051501013
m8,-0.017217215
m9,-0.0010580719
m10,-0.06821895
m11,-0.22393727
m12,0.024561085
m13,-0.04993365
m14,-0.008744076
m15,0.08357221
m16,-0.07981396
m17,0.26692423
m18,0.11351992
m19,0.051532656
m20,0.03585154
m1.2,0.14814226
m2.3,0.23876646
m3.4,-0.16750477
m4.5,-0.31483382
m5.6,0.22424252
m6.7,-0.046374828
m7.8,-0.1423057
m8.9,0.017785564
m9.10,0.026135445
m10.11,0.4113268
m11.12,0.17570308
m12.13,0.0589087
m13.14,0.031370714
m14.15,-0.31306762
m15.16,0.09836784
m16.17,0.07527234
m17.18,-0.010543823
m18.19,-0.117552295
m19.20,-0.19799736
m1.2.3,-0.49853924
m2.3.4,0.11094681
m3.4.5,0.8100222
m4.5.6,0.09823631
m5.6.7,-0.3127217
m6.7.8,0.34636378
m7.8.9,0.32223687
m8.9.10,0.10213368
m9.10.11,-0.41290137
m10.11.12,-0.53259957
m11.12.13,-0.004317969
m12.13.14,0.2927228
m13.14.15,0.11919324
m14.15.16,0.09870879
m15.16.17,-3.0257564
m16.17.18,0.16047779
m17.18.19,-0.17602912
m18.19.20,0.17370456
m1.2.3.4,0.32195234
m2.3.4.5,-5.4582744
m3.4.5.6,-0.34549007
m4.5.6.7,0.2187982
m5.6.7.8,-0.7486213
m6.7.8.9,-0.3513382
m7.8.9.10,-0.28578392
m8.9.10.11,0.15074855
m9.10.11.12,0.18297309
m10.11.12.13,0.25838903
m11.12.13.14,-0.31481552
m12.13.14.15,1.8220013
m13.14.15.16,-0.42766348
m14.15.16.17,3.4796748
m15.16.17.18,2.6031914
m16.17.18.19,-0.27127135
m17.18.19.20,-0.19695666
m1.2.3.4.5,4.441719
m2.3.4.5.6,4.7208366
m3.4.5.6.7,-0.13116832
m4.5.6.7.8,-3.5524457
m5.6.7.8.9,0.45093605
m6.7.8.9.10,0.25365096
m7.8.9.10.11,-0.06864595
m8.9.10.11.12,-0.07205918
m9.10.11.12.13,0.17730257
m10.11.12.13.14,-0.12846187
m11.12.13.14.15,-1.8927509
m12.13.14.15.16,-5.8351965
m13.14.15.16.17,0.23604354
m14.15.16.17.18,-2.7191737
m15.16.17.18.19,-1.016276
m16.17.18.19.20,0.34174126
m1.2.3.4.5.6,-4.631966
m2.3.4.5.6.7,0.23435785
m3.4.5.6.7.8,0.840115
m4.5.6.7.8.9,4.004032
m5.6.7.8.9.10,3.2713113
m6.7.8.9.10.11,-11.175647
m7.8.9.10.11.12,0.64602345
m8.9.10.11.12.13,-0.08346366
m9.10.11.12.13.14,0.4325885
m10.11.12.13.14.15,0.12292788
m11.12.13.14.15.16,5.497519
m12.13.14.15.16.17,-1.6713034
m13.14.15.16.17.18,-0.46607688
m14.15.16.17.18.19,0.99959236
m15.16.17.18.19.20,1.7006433
m1.2.3.4.5.6.7,0.10504635
m2.3.4.5.6.7.8,3.0131612
m3.4.5.6.7.8.9,-4.968334
m4.5.6.7.8.9.10,-3.210322
m5.6.7.8.9.10.11,8.113338
m6.7.8.9.10.11.12,3.2494628
m7.8.9.10.11.12.13,1.2979445
m8.9.10.11.12.13.14,5.908295
m9.10.11.12.13.14.15,-0.5646879
m10.11.12.13.14.15.16,4.457435
m11.12.13.14.15.16.17,0.61141795
m12.13.14.15.16.17.18,5.5323625
m13.14.15.16.17.18.19,0.08986694
m14.15.16.17.18.19.20,-1.5885723
m1.2.3.4.5.6.7.8,0.12034844
m2.3.4.5.6.7.8.9,5.069672
m3.4.5.6.7.8.9.10,3.7409203
m4.5.6.7.8.9.10.11,6.211816
m5.6.7.8.9.10.11.12,-3.3992178
m6.7.8.9.10.11.12.13,1.1787933
m7.8.9.10.11.12.13.14,-4.395405
m8.9.10.11.12.13.14.15,-5.527652
m9.10.11.12.13.14.15.16,-3.2989342
m10.11.12.13.14.15.16.17,0.07254955
m11.12.13.14.15.16.17.18,-3.9046772
m12.13.14.15.16.17.18.19,-6.080937
m13.14.15.16.17.18.19.20,0.15460286
m1.2.3.4.5.6.7.8.9,-4.55454
m2.3.4.5.6.7.8.9.10,-8.113583
m3.4.5.6.7.8.9.10.11,-1.0534272
m4.5.6.7.8.9.10.11.12,-3.8647926
m5.6.7.8.9.10.11.12.13,1.7002704
m6.7.8.9.10.11.12.13.14,4.131786
m7.8.9.10.11.12.13.14.15,-0.044964302
m8.9.10.11.12.13.14.15.16,-4.3612695
m9.10.11.12.13.14.15.16.17,0.44976166
m10.11.12.13.14.15.16.17.18,2.743342
m11.12.13.14.15.16.17.18.19,6.535221
m12.13.14.15.16.17.18.19.20,5.7536917
m1.2.3.4.5.6.7.8.9.10,4.511383
m2.3.4.5.6.7.8.9.10.11,-1.8729872
m3.4.5.6.7.8.9.10.11.12,-0.9138524
m4.5.6.7.8.9.10.11.12.13,-4.4140053
m5.6.7.8.9.10.11.12.13.14,-5.461558
m6.7.8.9.10.11.12.13.14.15,5.33505
m7.8.9.10.11.12.13.14.15.16,6.0438776
m8.9.10.11.12.13.14.15.16.17,-1.9014266
m9.10.11.12.13.14.15.16.17.18,-5.7402596
m10.11.12.13.14.15.16.17.18.19,-7.8963675
m11.12.13.14.15.16.17.18.19.20,-6.2048974
m1.2.3.4.5.6.7.8.9.10.11,-0.4156323
m2.3.4.5.6.7.8.9.10.11.12,4.3453126
m3.4.5.6.7.8.9.10.11.12.13,7.315221
m4.5.6.7.8.9.10.11.12.13.14,-2.123422
m5.6.7.8.9.10.11.12.13.14.15,3.1034298
m6.7.8.9.10.11.12.13.14.15.16,10.435322
m7.8.9.10.11.12.13.14.15.16.17,-4.39725
m8.9.10.11.12.13.14.15.16.17.18,1.8883184
m9.10.11.12.13.14.15.16.17.18.19,-2.2005608
m10.11.12.13.14.15.16.17.18.19.20,0.39566493
m1.2.3.4.5.6.7.8.9.10.11.12,-0.0665325
m2.3.4.5.6.7.8.9.10.11.12.13,-6.8191867
m3.4.5.6.7.8.9.10.11.12.13.14,-2.9512954
m4.5.6.7.8.9.10.11.12.13.14.15,3.6061535
m5.6.7.8.9.10.11.12.13.14.15.16,-7.193793
m6.7.8.9.10.11.12.13.14.15.16.17,-7.10545
m7.8.9.10.11.12.13.14.15.16.17.18,-8.004611
m8.9.10.11.12.13.14.15.16.17.18.19,6.072597
m9.10.11.12.13.14.15.16.17.18.19.20,10.863508
m1.2.3.4.5.6.7.8.9.10.11.12.13,-0.1560365
m2.3.4.5.6.7.8.9.10.11.12.13.14,0.3717727
m3.4.5.6.7.8.9.10.11.12.13.14.15,-0.6972255
m4.5.6.7.8.9.10.11.12.13.14.15.16,-2.2218652
m5.6.7.8.9.10.11.12.13.14.15.16.17,3.2832193
m6.7.8.9.10.11.12.13.14.15.16.17.18,0.2288766
m7.8.9.10.11.12.13.14.15.16.17.18.19,4.023337
m8.9.10.11.12.13.14.15.16.17.18.19.20,-2.1248422
m1.2.3.4.5.6.7.8.9.10.11.12.13.14,4.174479
m2.3.4.5.6.7.8.9.10.11.12.13.14.15,-1.5257215
m3.4.5.6.7.8.9.10.11.12.13.14.15.16,9.326612
m4.5.6.7.8.9.10.11.12.13.14.15.16.17,2.9018857
