term,value
m1,0.026614474
m2,-0.018715963
m3,0.046991162
m4,0.005683081
m5,0.022507327
m6,0.010602286
m7,0.12128738
m8,-0.01983259
m9,-0.030237475
m10,-0.012314841
m11,0.0032393662
m12,-0.008094098
m13,-0.017941017
m14,-0.016895328
m15,0.01655335
m16,0.031356987
m17,0.03278364
m18,-0.0010359287
m19,0.0044974675
m20,0.017778598
m21,-0.008841328
m22,-0.17430434
m23,-0.012265187
m24,0.0064179134
m25,0.07638012
m26,-0.050793514
m27,-0.06793631
m28,-0.1532034
m1.2,0.0642002
m2.3,-0.04511779
m3.4,-0.007869519
m4.5,0.042963162
m5.6,0.058280073
m6.7,0.025979895
m7.8,0.021813225
m8.9,0.027267396
m9.10,0.0040343218
m10.11,-0.04690521
m11.12,-0.036301795
m12.13,-0.010394335
m13.14,0.0049991054
m14.15,-0.052457273
m15.16,-0.047885913
m16.17,-0.043045774
m17.18,-0.09588522
m18.19,-0.014399443
m19.20,0.013056988
m20.21,-0.038987048
m21.22,0.1473206
m22.23,0.16422598
m23.24,0.06199463
m24.25,0.07544476
m25.26,0.04341792
m26.27,0.09372783
m27.28,0.06081106
m1.2.3,0.026949301
m2.3.4,-0.081758395
m3.4.5,-0.0034277346
m4.5.6,-0.038347293
m5.6.7,-0.058284096
m6.7.8,-0.061777957
m7.8.9,-0.006454028
m8.9.10,0.062067598
m9.10.11,0.04665806
m10.11.12,0.05906854
m11.12.13,0.03209883
m12.13.14,0.08994756
m13.14.15,0.05487451
m14.15.16,0.035005797
m15.16.17,0.03256159
m16.17.18,0.13099647
m17.18.19,0.039981224
m18.19.20,0.031157192
m19.20.21,0.030104239
m20.21.22,-0.019327369
m21.22.23,-0.09825872
m22.23.24,-0.04769211
m23.24.25,-0.13520777
m24.25.26,-0.00728428
m25.26.27,-0.058034033
m26.27.28,-0.05731493
m1.2.3.4,0.037087925
m2.3.4.5,-0.081157096
m3.4.5.6,0.06922847
m4.5.6.7,-0.04638615
m5.6.7.8,0.04904086
m6.7.8.9,0.076723866
m7.8.9.10,-0.07799887
m8.9.10.11,-0.10824253
m9.10.11.12,-0.033996012
m10.11.12.13,0.01321536
m11.12.13.14,-0.057046
m12.13.14.15,-0.10962488
m13.14.15.16,-0.007880501
m14.15.16.17,0.029860072
m15.16.17.18,-0.011935536
m16.17.18.19,-0.124527626
m17.18.19.20,-0.033426344
m18.19.20.21,-0.013041999
m19.20.21.22,-0.0009901403
m20.21.22.23,0.031760562
m21.22.23.24,0.010598144
m22.23.24.25,0.06670514
m23.24.25.26,0.025908522
m24.25.26.27,-0.047084413
m25.26.27.28,0.080181286
m1.2.3.4.5,0.08636463
m2.3.4.5.6,0.24493259
m3.4.5.6.7,-0.07151532
m4.5.6.7.8,0.04844055
m5.6.7.8.9,-0.10221939
m6.7.8.9.10,-0.013499567
m7.8.9.10.11,0.172663
m8.9.10.11.12,0.13630877
m9.10.11.12.13,-0.04107568
m10.11.12.13.14,-0.047035046
m11.12.13.14.15,0.050974935
m12.13.14.15.16,0.044248283
m13.14.15.16.17,-0.0067108087
m14.15.16.17.18,-0.028407462
m15.16.17.18.19,0.083878234
m16.17.18.19.20,0.12759636
m17.18.19.20.21,0.008842312
m18.19.20.21.22,0.02661783
m19.20.21.22.23,-0.06985255
m20.21.22.23.24,0.033235673
m21.22.23.24.25,-0.020483207
m22.23.24.25.26,-0.012520163
m23.24.25.26.27,-0.005884599
m24.25.26.27.28,-0.013361763
m1.2.3.4.5.6,-0.25278628
m2.3.4.5.6.7,0.037497118
m3.4.5.6.7.8,-0.03086336
m4.5.6.7.8.9,0.010377521
m5.6.7.8.9.10,0.030277884
m6.7.8.9.10.11,-0.032808498
m7.8.9.10.11.12,-0.26281786
m8.9.10.11.12.13,-0.14311993
m9.10.11.12.13.14,0.11241784
m10.11.12.13.14.15,0.07441339
m11.12.13.14.15.16,-0.031001605
m12.13.14.15.16.17,-0.02732503
m13.14.15.16.17.18,-0.005678948
m14.15.16.17.18.19,-0.008938553
m15.16.17.18.19.20,-0.11875195
m16.17.18.19.20.21,-0.101785906
m17.18.19.20.21.22,0.01604608
m18.19.20.21.22.23,-0.047010105
m19.20.21.22.23.24,0.018422917
m20.21.22.23.24.25,-0.06487949
m21.22.23.24.25.26,-0.029896975
m22.23.24.25.26.27,-0.031681567
m23.24.25.26.27.28,0.049815208
m1.2.3.4.5.6.7,0.0013984591
m2.3.4.5.6.7.8,-0.11739736
m3.4.5.6.7.8.9,-0.046714436
m4.5.6.7.8.9.10,-0.015642235
m5.6.7.8.9.10.11,-0.083180115
m6.7.8.9.10.11.12,0.13935825
m7.8.9.10.11.12.13,0.17030701
m8.9.10.11.12.13.14,0.042157225
m9.10.11.12.13.14.15,-0.12745823
m10.11.12.13.14.15.16,-0.072483405
m11.12.13.14.15.16.17,0.031128101
m12.13.14.15.16.17.18,0.04617686
m13.14.15.16.17.18.19,-0.0358066
m14.15.16.17.18.19.20,0.015819937
m15.16.17.18.19.20.21,0.09324394
m16.17.18.19.20.21.22,0.033804283
m17.18.19.20.21.22.23,0.08915326
m18.19.20.21.22.23.24,0.010583384
m19.20.21.22.23.24.25,0.011032946
m20.21.22.23.24.25.26,0.09161036
m21.22.23.24.25.26.27,-0.0147243105
m22.23.24.25.26.27.28,-0.00987264
m1.2.3.4.5.6.7.8,0.08150608
m2.3.4.5.6.7.8.9,0.078824535
m3.4.5.6.7.8.9.10,0.11931736
m4.5.6.7.8.9.10.11,0.049558602
m5.6.7.8.9.10.11.12,0.04026046
m6.7.8.9.10.11.12.13,-0.055915114
m7.8.9.10.11.12.13.14,-0.07749247
m8.9.10.11.12.13.14.15,0.021519028
m9.10.11.12.13.14.15.16,0.08677028
m10.11.12.13.14.15.16.17,0.06142461
m11.12.13.14.15.16.17.18,-0.065501764
m12.13.14.15.16.17.18.19,-0.002798479
m13.14.15.16.17.18.19.20,-0.08399678
m14.15.16.17.18.19.20.21,-0.054429382
m15.16.17.18.19.20.21.22,-0.110835984
m16.17.18.19.20.21.22.23,-0.09216864
m17.18.19.20.21.22.23.24,-0.15206264
m18.19.20.21.22.23.24.25,0.041787464
m19.20.21.22.23.24.25.26,-0.23428068
m20.21.22.23.24.25.26.27,-0.074793056
m21.22.23.24.25.26.27.28,0.035100922
m1.2.3.4.5.6.7.8.9,-0.039187685
m2.3.4.5.6.7.8.9.10,-0.044266883
m3.4.5.6.7.8.9.10.11,-0.07140178
m4.5.6.7.8.9.10.11.12,-0.055629127
m5.6.7.8.9.10.11.12.13,-0.0058151293
m6.7.8.9.10.11.12.13.14,-0.047450345
m7.8.9.10.11.12.13.14.15,0.05118917
