term,value
m1,0.076156735
m2,0.018171094
m3,-0.03607981
m4,-0.056910656
m5,-0.013946321
m6,0.039402846
m7,0.099906005
m8,0.013207506
m9,-0.08795982
m10,-0.007000576
m11,-0.09855268
m12,-0.017037747
m13,0.018496094
m14,0.07796055
m15,0.06162271
m16,0.012817927
m17,-0.015749637
m18,0.032308627
m19,-0.0022103041
m20,0.012070762
m21,0.07351282
m22,-0.019666424
m23,0.029889587
m24,0.02590546
m1.2,-0.043747548
m2.3,0.04259037
m3.4,0.07145257
m4.5,-0.004789654
m5.6,0.007160902
m6.7,-0.08636538
m7.8,-0.05266259
m8.9,0.029743979
m9.10,0.022693846
m10.11,0.021443196
m11.12,0.10383854
m12.13,0.0073449872
m13.14,-0.029219773
m14.15,-0.061428905
m15.16,-0.005536505
m16.17,0.010939518
m17.18,0.011016231
m18.19,-0.0118490085
m19.20,0.07019594
m20.21,-0.011126202
m21.22,0.022996198
m22.23,0.02569241
m23.24,-0.03725443
m1.2.3,-0.028302547
m2.3.4,-0.038742945
m3.4.5,-0.00940302
m4.5.6,0.041162178
m5.6.7,0.01672061
m6.7.8,-0.0021241792
m7.8.9,0.041052658
m8.9.10,-0.0069941427
m9.10.11,0.06892231
m10.11.12,-0.06024061
m11.12.13,-0.011734135
m12.13.14,-0.033397704
m13.14.15,-0.005857641
m14.15.16,-0.026735043
m15.16.17,-0.015591038
m16.17.18,0.017058816
m17.18.19,0.01868793
m18.19.20,-0.022912383
m19.20.21,-0.06795104
m20.21.22,-0.0087033585
m21.22.23,-0.060360298
m22.23.24,0.014470897
m1.2.3.4,0.016121887
m2.3.4.5,0.025707316
m3.4.5.6,-0.042441808
m4.5.6.7,-0.01849971
m5.6.7.8,-0.011521395
m6.7.8.9,0.04405494
m7.8.9.10,-0.039066397
m8.9.10.11,-0.100960426
m9.10.11.12,-0.01010576
m10.11.12.13,-0.008835915
m11.12.13.14,-0.024423044
m12.13.14.15,0.010671575
m13.14.15.16,0.051532563
m14.15.16.17,0.020871181
m15.16.17.18,-0.042906288
m16.17.18.19,-0.017877191
m17.18.19.20,-0.034677684
m18.19.20.21,-0.021109305
m19.20.21.22,-0.0045491457
m20.21.22.23,0.009081027
m21.22.23.24,-0.01042944
m1.2.3.4.5,0.0047032917
m2.3.4.5.6,0.010656878
m3.4.5.6.7,0.0073990934
m4.5.6.7.8,0.038253263
m5.6.7.8.9,-0.023088234
m6.7.8.9.10,-0.02713896
m7.8.9.10.11,0.0677848
m8.9.10.11.12,0.08484242
m9.10.11.12.13,0.014707398
m10.11.12.13.14,0.061111465
m11.12.13.14.15,0.031057049
m12.13.14.15.16,-0.018822305
m13.14.15.16.17,-0.0015897527
m14.15.16.17.18,0.027755918
m15.16.17.18.19,0.010059498
m16.17.18.19.20,-0.023653269
m17.18.19.20.21,0.037582878
m18.19.20.21.22,0.064114995
m19.20.21.22.23,0.022537425
m20.21.22.23.24,0.00069471076
m1.2.3.4.5.6,-0.04193807
m2.3.4.5.6.7,0.013535235
m3.4.5.6.7.8,-0.04946389
m4.5.6.7.8.9,-0.024199575
m5.6.7.8.9.10,0.01681907
m6.7.8.9.10.11,0.013414826
m7.8.9.10.11.12,-0.06639078
m8.9.10.11.12.13,-0.0052576475
m9.10.11.12.13.14,-0.04340017
m10.11.12.13.14.15,-0.04387839
m11.12.13.14.15.16,0.0021751896
m12.13.14.15.16.17,-0.00233815
m13.14.15.16.17.18,-0.039671678
