term,value
m1,0.07537815
m2,-0.18142487
m3,-0.31308728
m4,0.018947154
m5,0.067724414
m6,0.04836833
m7,0.034637548
m8,-0.15191336
m9,-0.05167831
m10,-0.028759733
m11,0.017956052
m12,-0.40148377
m13,-0.021796145
m14,0.005113529
m15,0.04567767
m16,-0.728509
m17,-0.026126884
m18,-0.03809266
m19,-8.8080764e-05
m20,0.006237179
m21,0.035932608
m22,0.19093527
m23,-0.015908867
m24,0.030458525
m25,-0.08045609
m1.2,0.047397643
m2.3,0.30180317
m3.4,0.019783273
m4.5,-0.13057522
m5.6,-0.12535082
m6.7,0.048581645
m7.8,-0.024594542
m8.9,0.07382013
m9.10,-0.11460432
m10.11,-0.0039841235
m11.12,-0.20075195
m12.13,0.325694
m13.14,-0.0013759136
m14.15,-0.06378783
m15.16,0.057914067
m16.17,0.13138236
m17.18,0.07977089
m18.19,0.064540885
m19.20,-0.026948115
m20.21,-0.13157675
m21.22,-0.07728459
m22.23,-0.06905987
m23.24,0.05109164
m24.25,0.012409732
m1.2.3,-0.029065132
m2.3.4,0.75332814
m3.4.5,0.19336474
m4.5.6,0.49695557
m5.6.7,0.23705265
m6.7.8,-0.26265275
m7.8.9,-0.034251906
m8.9.10,-0.10655615
m9.10.11,-0.1409753
m10.11.12,-0.21220978
m11.12.13,-0.58804506
m12.13.14,-0.36960936
m13.14.15,0.2444247
m14.15.16,0.22519414
m15.16.17,-0.061516486
m16.17.18,0.44668317
m17.18.19,-0.66557896
m18.19.20,0.012546882
m19.20.21,-0.07429866
m20.21.22,-0.08636094
m21.22.23,0.034387335
m22.23.24,-0.26408505
m23.24.25,0.17030507
m1.2.3.4,-0.37223458
m2.3.4.5,-0.45776546
m3.4.5.6,-0.14044549
m4.5.6.7,-0.623833
m5.6.7.8,0.2252627
m6.7.8.9,0.13239671
m7.8.9.10,0.44423655
m8.9.10.11,0.485259
m9.10.11.12,0.06666501
m10.11.12.13,0.2665748
m11.12.13.14,0.9616706
m12.13.14.15,-0.3541071
m13.14.15.16,-0.15699136
m14.15.16.17,-0.010425895
m15.16.17.18,0.2347858
m16.17.18.19,0.12542275
m17.18.19.20,0.4662745
m18.19.20.21,0.80447805
m19.20.21.22,-0.24970138
m20.21.22.23,0.037384883
m21.22.23.24,-0.0001370348
m22.23.24.25,0.3795481
m1.2.3.4.5,-0.16399339
m2.3.4.5.6,-0.45000172
m3.4.5.6.7,0.06289354
m4.5.6.7.8,0.47983623
m5.6.7.8.9,-0.20022766
m6.7.8.9.10,-0.3864135
m7.8.9.10.11,-0.64303136
m8.9.10.11.12,-0.16348541
m9.10.11.12.13,-0.23248057
m10.11.12.13.14,0.08709943
m11.12.13.14.15,-0.03188497
m12.13.14.15.16,0.334156
m13.14.15.16.17,-0.9224934
m14.15.16.17.18,-0.60938966
m15.16.17.18.19,-0.086234264
m16.17.18.19.20,0.08441719
m17.18.19.20.21,-0.60805637
m18.19.20.21.22,-0.019629259
m19.20.21.22.23,0.31705436
m20.21.22.23.24,0.27089763
m21.22.23.24.25,-0.24420288
m1.2.3.4.5.6,0.84622407
m2.3.4.5.6.7,-0.017370734
m3.4.5.6.7.8,-0.16781324
m4.5.6.7.8.9,0.05397581
m5.6.7.8.9.10,0.08796883
m6.7.8.9.10.11,0.2682977
m7.8.9.10.11.12,0.530162
m8.9.10.11.12.13,0.20491707
m9.10.11.12.13.14,0.39831918
m10.11.12.13.14.15,-0.008195594
m11.12.13.14.15.16,-0.086428754
m12.13.14.15.16.17,0.32269526
m13.14.15.16.17.18,0.24575989
m14.15.16.17.18.19,0.4215414
m15.16.17.18.19.20,0.08395769
m16.17.18.19.20.21,-0.3502895
m17.18.19.20.21.22,0.35258663
m18.19.20.21.22.23,-0.32203367
m19.20.21.22.23.24,0.069964096
m20.21.22.23.24.25,-0.31866258
m1.2.3.4.5.6.7,-0.07556482
m2.3.4.5.6.7.8,-0.24829373
m3.4.5.6.7.8.9,0.042504285
m4.5.6.7.8.9.10,-0.52527106
m5.6.7.8.9.10.11,-0.2243423
m6.7.8.9.10.11.12,0.027993787
m7.8.9.10.11.12.13,0.031436916
m8.9.10.11.12.13.14,-0.32774392
m9.10.11.12.13.14.15,-0.564514
m10.11.12.13.14.15.16,0.16804352
m11.12.13.14.15.16.17,-0.15253553
m12.13.14.15.16.17.18,0.6235532
m13.14.15.16.17.18.19,0.40871966
m14.15.16.17.18.19.20,-0.0957467
m15.16.17.18.19.20.21,0.254754
m16.17.18.19.20.21.22,0.19381347
m17.18.19.20.21.22.23,0.052054495
m18.19.20.21.22.23.24,-0.39415514
m19.20.21.22.23.24.25,0.4165852
m1.2.3.4.5.6.7.8,-0.30654073
m2.3.4.5.6.7.8.9,-0.038180575
m3.4.5.6.7.8.9.10,0.33077443
m4.5.6.7.8.9.10.11,0.030505437
m5.6.7.8.9.10.11.12,-0.118299104
m6.7.8.9.10.11.12.13,0.39749283
m7.8.9.10.11.12.13.14,0.13290593
m8.9.10.11.12.13.14.15,-0.49895364
m9.10.11.12.13.14.15.16,0.2729715
m10.11.12.13.14.15.16.17,0.10231839
m11.12.13.14.15.16.17.18,-0.43915674
m12.13.14.15.16.17.18.19,-0.2069794
m13.14.15.16.17.18.19.20,-0.5155659
m14.15.16.17.18.19.20.21,0.07393544
m15.16.17.18.19.20.21.22,-0.069008455
m16.17.18.19.20.21.22.23,-0.35584855
m17.18.19.20.21.22.23.24,-0.27619264
m18.19.20.21.22.23.24.25,-0.048120312
m1.2.3.4.5.6.7.8.9,-0.095164105
m2.3.4.5.6.7.8.9.10,0.13033386
m3.4.5.6.7.8.9.10.11,0.018667068
m4.5.6.7.8.9.10.11.12,0.13750741
m5.6.7.8.9.10.11.12.13,-0.20585999
m6.7.8.9.10.11.12.13.14,-0.36956912
m7.8.9.10.11.12.13.14.15,0.35510743
m8.9.10.11.12.13.14.15.16,-0.08898216
m9.10.11.12.13.14.15.16.17,0.38143557
m10.11.12.13.14.15.16.17.18,-0.18473305
m11.12.13.14.15.16.17.18.19,0.15905932
m12.13.14.15.16.17.18.19.20,-0.4543224
m13.14.15.16.17.18.19.20.21,-0.028362215
m14.15.16.17.18.19.20.21.22,-0.24897675
m15.16.17.18.19.20.21.22.23,0.24872088
m16.17.18.19.20.21.22.23.24,-0.084117174
m17.18.19.20.21.22.23.24.25,0.07054135
m1.2.3.4.5.6.7.8.9.10,0.0734355
m2.3.4.5.6.7.8.9.10.11,0.27934575
m3.4.5.6.7.8.9.10.11.12,0.35427657
m4.5.6.7.8.9.10.11.12.13,-0.35602134
m5.6.7.8.9.10.11.12.13.14,-0.104925066
m6.7.8.9.10.11.12.13.14.15,-0.14719948
m7.8.9.10.11.12.13.14.15.16,-0.303028
