term,value
m1,-0.0118750725
m2,-0.24074355
m3,0.10609084
m4,0.0005675405
m5,0.053852893
m6,-0.15127374
m7,-0.048567913
m8,-0.21040604
m9,-0.054665834
m10,-0.12004542
m11,-0.025308996
m12,-0.08001277
m1.2,0.11155523
m2.3,0.1563618
m3.4,0.028093293
m4.5,0.010675877
m5.6,-0.17024378
m6.7,0.075565115
m7.8,-0.09346775
m8.9,-0.021055847
m9.10,0.109179854
m10.11,0.0029774904
m11.12,-0.006817952
m1.2.3,-0.15479472
m2.3.4,-0.1979277
m3.4.5,0.022894874
m4.5.6,0.14123228
m5.6.7,-0.0004967004
m6.7.8,-0.1481318
m7.8.9,-0.00649885
m8.9.10,0.09614861
m9.10.11,-0.024075672
m10.11.12,0.049931705
m1.2.3.4,0.06782478
m2.3.4.5,0.06602923
m3.4.5.6,-0.10089893
m4.5.6.7,-0.18226588
m5.6.7.8,-0.04931848
m6.7.8.9,0.077260345
m7.8.9.10,0.15997282
m8.9.10.11,0.13235779
m9.10.11.12,0.03414336
m1.2.3.4.5,0.040440474
m2.3.4.5.6,-0.05122405
m3.4.5.6.7,0.12729532
m4.5.6.7.8,0.30069044
m5.6.7.8.9,-0.058401067
m6.7.8.9.10,-0.14946702
m7.8.9.10.11,-0.11417572
m8.9.10.11.12,-0.21360096
m1.2.3.4.5.6,-0.015023873
m2.3.4.5.6.7,0.21714357
m3.4.5.6.7.8,-0.40792474
m4.5.6.7.8.9,-0.14574005
m5.6.7.8.9.10,0.109030254
m6.7.8.9.10.11,-0.09775883
m7.8.9.10.11.12,-0.06832569
m1.2.3.4.5.6.7,-0.16990346
m2.3.4.5.6.7.8,-0.039984375
m3.4.5.6.7.8.9,0.15602368
m4.5.6.7.8.9.10,-0.042167686
m5.6.7.8.9.10.11,-0.024349242
m6.7.8.9.10.11.12,0.1883476
m1.2.3.4.5.6.7.8,0.18060267
m2.3.4.5.6.7.8.9,-0.0009651482
m3.4.5.6.7.8.9.10,-0.13563591
m4.5.6.7.8.9.10.11,-1.480677
m5.6.7.8.9.10.11.12,0.032854766
m1.2.3.4.5.6.7.8.9,-0.02660457
m2.3.4.5.6.7.8.9.10,-0.0028478503
m3.4.5.6.7.8.9.10.11,4.596342
m4.5.6.7.8.9.10.11.12,1.5263307
m1.2.3.4.5.6.7.8.9.10,-0.009953193
m2.3.4.5.6.7.8.9.10.11,-1.4852567
m3.4.5.6.7.8.9.10.11.12,-4.5682626
m1.2.3.4.5.6.7.8.9.10.11,-1.5014576
m2.3.4.5.6.7.8.9.10.11.12,1.5451981
m1.2.3.4.5.6.7.8.9.10.11.12,1.4842489
