term,value
m1,0.014146695
m2,0.02996688
m3,-0.012503337
m4,0.014536269
m5,-0.01359251
m6,0.0056178346
m7,-0.11322852
m8,0.0006116256
m9,-0.043049775
m10,0.027442472
m11,0.21367863
m12,0.09550438
m13,-0.02413105
m14,0.036610555
m15,0.16144586
m16,0.057219096
m1.2,-0.029639086
m2.3,0.003523618
m3.4,-0.01671117
m4.5,-0.06583798
m5.6,0.02419325
m6.7,0.15635799
m7.8,0.087079346
m8.9,0.014162435
m9.10,0.0492019
m10.11,-0.0482955
m11.12,-0.115594625
m12.13,0.022433268
m13.14,0.024817377
m14.15,-0.028288055
m15.16,-0.06620168
m1.2.3,-0.0045491233
m2.3.4,0.027067885
m3.4.5,0.009348389
m4.5.6,0.00076864474
m5.6.7,-0.033744004
m6.7.8,-0.13451487
m7.8.9,0.018614974
m8.9.10,-0.0032489914
m9.10.11,0.0042282194
m10.11.12,-0.02594953
m11.12.13,0.004202243
m12.13.14,0.019455817
m13.14.15,0.020054914
m14.15.16,-0.019081369
m1.2.3.4,-0.027541026
m2.3.4.5,0.02233576
m3.4.5.6,0.048678335
m4.5.6.7,0.01229019
m5.6.7.8,0.021153744
m6.7.8.9,0.0026367754
m7.8.9.10,0.013054971
m8.9.10.11,-0.05250022
m9.10.11.12,0.022681035
m10.11.12.13,0.03491092
m11.12.13.14,-0.029065154
m12.13.14.15,-0.058880072
m13.14.15.16,-0.011044685
m1.2.3.4.5,0.050225984
m2.3.4.5.6,-0.0865818
m3.4.5.6.7,-0.014716554
m4.5.6.7.8,0.004104932
m5.6.7.8.9,0.0007939832
m6.7.8.9.10,0.0037498008
m7.8.9.10.11,0.0041105784
m8.9.10.11.12,0.006484609
m9.10.11.12.13,-0.019566424
m10.11.12.13.14,0.013379805
m11.12.13.14.15,-0.04300697
m12.13.14.15.16,0.027329728
m1.2.3.4.5.6,0.0055851154
m2.3.4.5.6.7,-0.004101066
m3.4.5.6.7.8,-0.012486105
m4.5.6.7.8.9,0.0003831219
m5.6.7.8.9.10,-0.020214146
m6.7.8.9.10.11,-0.069559745
m7.8.9.10.11.12,0.010513265
m8.9.10.11.12.13,-0.024963439
m9.10.11.12.13.14,-0.04392455
m10.11.12.13.14.15,-0.02885859
m11.12.13.14.15.16,0.016105607
m1.2.3.4.5.6.7,-0.019833809
m2.3.4.5.6.7.8,0.05992134
m3.4.5.6.7.8.9,0.024731109
m4.5.6.7.8.9.10,0.02002835
m5.6.7.8.9.10.11,0.053559266
m6.7.8.9.10.11.12,0.039614856
m7.8.9.10.11.12.13,0.055536557
m8.9.10.11.12.13.14,0.07592121
m9.10.11.12.13.14.15,0.030978588
m10.11.12.13.14.15.16,0.0025134739
m1.2.3.4.5.6.7.8,-0.0046856776
m2.3.4.5.6.7.8.9,-0.04022341
m3.4.5.6.7.8.9.10,-0.032205388
m4.5.6.7.8.9.10.11,-0.03091333
m5.6.7.8.9.10.11.12,-0.04392525
m6.7.8.9.10.11.12.13,-0.07174056
m7.8.9.10.11.12.13.14,-0.071203165
m8.9.10.11.12.13.14.15,-0.0139483735
m9.10.11.12.13.14.15.16,0.0032443665
m1.2.3.4.5.6.7.8.9,0.0030962788
m2.3.4.5.6.7.8.9.10,-0.0138922855
m3.4.5.6.7.8.9.10.11,-0.011042999
m4.5.6.7.8.9.10.11.12,0.020839568
m5.6.7.8.9.10.11.12.13,0.037063412
m6.7.8.9.10.11.12.13.14,0.02592502
m7.8.9.10.11.12.13.14.15,0.01783751
m8.9.10.11.12.13.14.15.16,-0.011025332
m1.2.3.4.5.6.7.8.9.10,0.053752027
m2.3.4.5.6.7.8.9.10.11,0.078081705
m3.4.5.6.7.8.9.10.11.12,-0.00083781406
m4.5.6.7.8.9.10.11.12.13,-0.041715577
m5.6.7.8.9.10.11.12.13.14,0.0016610511
m6.7.8.9.10.11.12.13.14.15,0.02735047
m7.8.9.10.11.12.13.14.15.16,-0.0031705014
m1.2.3.4.5.6.7.8.9.10.11,-0.07787267
m2.3.4.5.6.7.8.9.10.11.12,-0.056548007
m3.4.5.6.7.8.9.10.11.12.13,0.0775135
m4.5.6.7.8.9.10.11.12.13.14,0.03974331
m5.6.7.8.9.10.11.12.13.14.15,-0.035323195
m6.7.8.9.10.11.12.13.14.15.16,-0.013722857
m1.2.3.4.5.6.7.8.9.10.11.12,0.05298692
m2.3.4.5.6.7.8.9.10.11.12.13,-0.060339507
m3.4.5.6.7.8.9.10.11.12.13.14,-0.024718162
m4.5.6.7.8.9.10.11.12.13.14.15,0.014448776
m5.6.7.8.9.10.11.12.13.14.15.16,0.007128301
m1.2.3.4.5.6.7.8.9.10.11.12.13,0.013002288
m2.3.4.5.6.7.8.9.10.11.12.13.14,0.026314251
m3.4.5.6.7.8.9.10.11.12.13.14.15,-0.034709416
m4.5.6.7.8.9.10.11.12.13.14.15.16,0.010171231
m1.2.3.4.5.6.7.8.9.10.11.12.13.14,0.00010961015
m2.3.4.5.6.7.8.9.10.11.12.13.14.15,0.02863757
m3.4.5.6.7.8.9.10.11.12.13.14.15.16,0.0074363276
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15,-0.028783102
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16,-0.007069965
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16,2.8945506e-05
