term,value
m1,-0.013427229
m2,-0.0016700104
m3,0.23142359
m4,-0.05931289
m5,-0.16106215
m6,0.08870648
m7,-0.054755826
m8,-0.05498175
m9,-0.175433
m10,-0.010885343
m11,-0.17324649
m12,-0.1434485
m13,0.15067706
m14,0.037226103
m1.2,0.07156251
m2.3,0.021601973
m3.4,-0.049306437
m4.5,-0.1384477
m5.6,-0.073635444
m6.7,-0.3315987
m7.8,-0.004388541
m8.9,0.14997116
m9.10,-0.08609433
m10.11,-0.025677256
m11.12,0.12860218
m12.13,0.050246283
m13.14,-0.13542148
m1.2.3,-0.037265465
m2.3.4,0.054429956
m3.4.5,0.47499484
m4.5.6,0.23198718
m5.6.7,0.08606724
m6.7.8,-0.043769896
m7.8.9,-0.056978796
m8.9.10,-0.07502365
m9.10.11,0.024991494
m10.11.12,-0.09386933
m11.12.13,-0.07744815
m12.13.14,0.02462665
m1.2.3.4,-0.08168627
m2.3.4.5,-0.059634656
m3.4.5.6,-0.6189723
m4.5.6.7,0.012875959
m5.6.7.8,-0.011299379
m6.7.8.9,-0.12829652
m7.8.9.10,0.13454996
m8.9.10.11,-0.11167206
m9.10.11.12,0.034446776
m10.11.12.13,0.1019781
m11.12.13.14,0.037136495
m1.2.3.4.5,0.10069491
m2.3.4.5.6,0.026004285
m3.4.5.6.7,-0.043521143
m4.5.6.7.8,0.08830643
m5.6.7.8.9,-0.120783195
m6.7.8.9.10,-0.117822185
m7.8.9.10.11,0.20741415
m8.9.10.11.12,0.085072495
m9.10.11.12.13,-0.212172
m10.11.12.13.14,-0.11948959
m1.2.3.4.5.6,-0.013289303
m2.3.4.5.6.7,0.0061954334
m3.4.5.6.7.8,0.035163786
m4.5.6.7.8.9,0.13407418
m5.6.7.8.9.10,0.0889605
m6.7.8.9.10.11,-0.06748083
m7.8.9.10.11.12,0.0021151155
m8.9.10.11.12.13,0.026461832
m9.10.11.12.13.14,0.10353397
m1.2.3.4.5.6.7,0.08923885
m2.3.4.5.6.7.8,0.052767884
m3.4.5.6.7.8.9,0.005884547
m4.5.6.7.8.9.10,0.10179377
m5.6.7.8.9.10.11,0.111772895
m6.7.8.9.10.11.12,-0.083930805
m7.8.9.10.11.12.13,0.0033353046
m8.9.10.11.12.13.14,0.1081858
m1.2.3.4.5.6.7.8,-0.1087268
m2.3.4.5.6.7.8.9,-0.17441407
m3.4.5.6.7.8.9.10,-0.23824716
m4.5.6.7.8.9.10.11,-0.3243543
m5.6.7.8.9.10.11.12,-0.013486486
m6.7.8.9.10.11.12.13,0.07050219
m7.8.9.10.11.12.13.14,-0.06251787
m1.2.3.4.5.6.7.8.9,0.025002804
m2.3.4.5.6.7.8.9.10,0.10614832
m3.4.5.6.7.8.9.10.11,0.33863783
m4.5.6.7.8.9.10.11.12,0.23225346
m5.6.7.8.9.10.11.12.13,-0.09973879
m6.7.8.9.10.11.12.13.14,-0.08245078
m1.2.3.4.5.6.7.8.9.10,-0.019141104
m2.3.4.5.6.7.8.9.10.11,-0.03385257
m3.4.5.6.7.8.9.10.11.12,-0.21736443
m4.5.6.7.8.9.10.11.12.13,-0.10727164
m5.6.7.8.9.10.11.12.13.14,0.10372749
m1.2.3.4.5.6.7.8.9.10.11,0.05368063
m2.3.4.5.6.7.8.9.10.11.12,-0.019397493
m3.4.5.6.7.8.9.10.11.12.13,0.12315414
m4.5.6.7.8.9.10.11.12.13.14,-0.014717873
m1.2.3.4.5.6.7.8.9.10.11.12,-0.027124252
m2.3.4.5.6.7.8.9.10.11.12.13,0.009033188
m3.4.5.6.7.8.9.10.11.12.13.14,-0.02063211
m1.2.3.4.5.6.7.8.9.10.11.12.13,-0.025918119
m2.3.4.5.6.7.8.9.10.11.12.13.14,0.0045902804
m1.2.3.4.5.6.7.8.9.10.11.12.13.14,-0.012391105
