term,value
m1,0.060776442
m2,0.370246
m3,0.08519562
m4,-0.3810648
m5,-0.113306716
m6,-0.12246573
m7,-0.3201423
m8,-0.09214391
m9,-0.19259998
m10,-6.5863132e-06
m1.2,0.021718577
m2.3,0.050852854
m3.4,-0.15608728
m4.5,-0.14144568
m5.6,-0.080888465
m6.7,0.077358365
m7.8,0.21307847
m8.9,0.25471222
m9.10,-0.037444077
m1.2.3,0.0127788335
m2.3.4,-0.43891144
m3.4.5,0.2505355
m4.5.6,-0.02380915
m5.6.7,0.273785
m6.7.8,-0.31097454
m7.8.9,-0.33949217
m8.9.10,-0.15068203
m1.2.3.4,-0.009699941
m2.3.4.5,0.07916768
m3.4.5.6,0.042111874
m4.5.6.7,0.06659362
m5.6.7.8,0.116295576
m6.7.8.9,0.26493728
m7.8.9.10,0.25352257
m1.2.3.4.5,-0.23394021
m2.3.4.5.6,-0.13044897
m3.4.5.6.7,-0.08845435
m4.5.6.7.8,-0.09506619
m5.6.7.8.9,-0.23102194
m6.7.8.9.10,0.10990005
m1.2.3.4.5.6,0.19518991
m2.3.4.5.6.7,0.03703773
m3.4.5.6.7.8,-0.035910606
m4.5.6.7.8.9,0.120602086
m5.6.7.8.9.10,-0.04308691
m1.2.3.4.5.6.7,-0.04337679
m2.3.4.5.6.7.8,0.06498207
m3.4.5.6.7.8.9,-36.443836
m4.5.6.7.8.9.10,-0.17311977
m1.2.3.4.5.6.7.8,-0.0019960701
m2.3.4.5.6.7.8.9,36.568336
m3.4.5.6.7.8.9.10,36.608643
m1.2.3.4.5.6.7.8.9,0.0033722967
m2.3.4.5.6.7.8.9.10,-36.57018
m1.2.3.4.5.6.7.8.9.10,-0.0048419535
