term,value
m1,-0.03628228
m2,-0.3245672
m3,-0.064492434
m4,-0.12636834
m5,-0.21196297
m6,0.007117426
m7,-0.12952235
m8,-0.083685875
m9,-0.0467353
m10,-0.026905835
m11,0.045790255
m12,-0.017103627
m13,-0.0021249056
m1.2,0.131696
m2.3,0.17681566
m3.4,0.2874006
m4.5,-0.22030394
m5.6,-0.17913692
m6.7,-0.09765893
m7.8,0.037526324
m8.9,-0.044665016
m9.10,0.023510497
m10.11,-0.06258568
m11.12,-0.0018600635
m12.13,-0.28827322
m1.2.3,-0.1533165
m2.3.4,-0.4892744
m3.4.5,0.18520348
m4.5.6,0.22802763
m5.6.7,0.123831734
m6.7.8,0.09684704
m7.8.9,0.115787715
m8.9.10,-0.054619
m9.10.11,-0.08466361
m10.11.12,0.08528131
m11.12.13,0.008178592
m1.2.3.4,0.14060125
m2.3.4.5,0.13989496
m3.4.5.6,0.04187064
m4.5.6.7,-0.12416685
m5.6.7.8,-15.995094
m6.7.8.9,-0.44712025
m7.8.9.10,0.18155155
m8.9.10.11,0.09489798
m9.10.11.12,0.06504804
m10.11.12.13,-0.027755722
m1.2.3.4.5,-0.016338497
m2.3.4.5.6,-0.011191469
m3.4.5.6.7,-11.409254
m4.5.6.7.8,16.092024
m5.6.7.8.9,16.303614
m6.7.8.9.10,0.22053164
m7.8.9.10.11,0.07617511
m8.9.10.11.12,-0.26279813
m9.10.11.12.13,-0.089134164
m1.2.3.4.5.6,0.012407109
m2.3.4.5.6.7,11.755629
m3.4.5.6.7.8,11.084262
m4.5.6.7.8.9,-15.8622675
m5.6.7.8.9.10,-0.28446645
m6.7.8.9.10.11,-0.26612094
m7.8.9.10.11.12,-0.39412096
m8.9.10.11.12.13,0.34784687
m1.2.3.4.5.6.7,-0.2588844
m2.3.4.5.6.7.8,-10.761518
m3.4.5.6.7.8.9,41.540085
m4.5.6.7.8.9.10,-0.21454453
m5.6.7.8.9.10.11,-0.053349577
m6.7.8.9.10.11.12,-39.088753
m7.8.9.10.11.12.13,0.27894312
m1.2.3.4.5.6.7.8,-0.5608881
m2.3.4.5.6.7.8.9,-42.19361
m3.4.5.6.7.8.9.10,57.968166
m4.5.6.7.8.9.10.11,-26.397379
m5.6.7.8.9.10.11.12,39.770527
m6.7.8.9.10.11.12.13,39.474533
m1.2.3.4.5.6.7.8.9,0.54728186
m2.3.4.5.6.7.8.9.10,-6.6618266
m3.4.5.6.7.8.9.10.11,60.06976
m4.5.6.7.8.9.10.11.12,26.57774
m5.6.7.8.9.10.11.12.13,-39.77484
m1.2.3.4.5.6.7.8.9.10,-50.905037
m2.3.4.5.6.7.8.9.10.11,15.621538
m3.4.5.6.7.8.9.10.11.12,-100.496
m4.5.6.7.8.9.10.11.12.13,-0.022795208
m1.2.3.4.5.6.7.8.9.10.11,-49.35048
m2.3.4.5.6.7.8.9.10.11.12,-15.93784
m3.4.5.6.7.8.9.10.11.12.13,-59.27141
m1.2.3.4.5.6.7.8.9.10.11.12,89.70021
m2.3.4.5.6.7.8.9.10.11.12.13,48.615948
m1.2.3.4.5.6.7.8.9.10.11.12.13,10.748922
