term,value
m1,-0.01417549
m2,0.0559422
m3,-0.04805137
m4,-0.09676751
m5,-0.02925541
m6,-0.13622789
m7,-0.014461704
m8,-0.10844081
m9,0.05345364
m10,-0.09350943
m11,-0.04875673
m12,0.03128109
m13,0.09506288
m14,0.0007566009
m15,-0.020571722
m16,-0.06335802
m17,-0.09570923
m18,-0.006764138
m19,-0.006328892
m20,-0.058066055
m21,-0.069973096
m22,0.02228996
m1.2,0.02582621
m2.3,0.17730841
m3.4,0.11030571
m4.5,0.21948934
m5.6,0.18755843
m6.7,0.13306728
m7.8,0.15112396
m8.9,0.057576675
m9.10,0.07412074
m10.11,-0.021972626
m11.12,-0.31378308
m12.13,-0.12252657
m13.14,9.206696
m14.15,-0.3395738
m15.16,-0.056972813
m16.17,-0.11376033
m17.18,0.000371553
m18.19,-0.12709837
m19.20,-0.19784094
m20.21,0.4660867
m21.22,0.07775752
m1.2.3,-0.25646555
m2.3.4,-0.1362606
m3.4.5,-0.043497905
m4.5.6,-0.27848506
m5.6.7,-3.1599808
m6.7.8,-0.005212728
m7.8.9,-0.103003845
m8.9.10,0.09652599
m9.10.11,0.059917245
m10.11.12,-0.276626
m11.12.13,0.36024868
m12.13.14,-9.012799
m13.14.15,-9.160266
m14.15.16,0.2956541
m15.16.17,0.25739044
m16.17.18,-0.120240584
m17.18.19,0.17736875
m18.19.20,0.29237646
m19.20.21,-6.2591243
m20.21.22,-0.2366866
m1.2.3.4,0.34059474
m2.3.4.5,-0.69253224
m3.4.5.6,0.08984899
m4.5.6.7,3.0886476
m5.6.7.8,2.694326
m6.7.8.9,-0.021471255
m7.8.9.10,0.12597527
m8.9.10.11,-0.5993739
m9.10.11.12,8.448204
m10.11.12.13,0.6258577
m11.12.13.14,-0.73750377
m12.13.14.15,9.072593
m13.14.15.16,0.37953314
m14.15.16.17,-0.09046877
m15.16.17.18,-6.060511
m16.17.18.19,-0.077636704
m17.18.19.20,-0.24603337
m18.19.20.21,6.0994077
m19.20.21.22,6.3410506
m1.2.3.4.5,0.5813674
m2.3.4.5.6,0.7791516
m3.4.5.6.7,-0.13634291
m4.5.6.7.8,-2.6273122
m5.6.7.8.9,-6.5459375
m6.7.8.9.10,0.05581903
m7.8.9.10.11,-4.4934635
m8.9.10.11.12,-6.1378646
m9.10.11.12.13,-2.936988
m10.11.12.13.14,-0.022074215
m11.12.13.14.15,0.8031414
m12.13.14.15.16,-5.0888147
m13.14.15.16.17,-16.597406
m14.15.16.17.18,0.393226
m15.16.17.18.19,6.1851134
m16.17.18.19.20,1.0178725
m17.18.19.20.21,-0.016161285
m18.19.20.21.22,-6.007133
m1.2.3.4.5.6,-0.7581341
m2.3.4.5.6.7,5.0275216
m3.4.5.6.7.8,0.03448813
