term,value
m1,0.0768342
m2,0.05913943
m3,-0.022384234
m4,-0.124220505
m5,0.008486109
m6,-0.032814484
m7,0.0014496297
m8,0.040109936
m9,0.18593812
m10,-0.020391062
m11,-0.4680071
m12,-0.020581968
m13,0.04368563
m14,0.13846315
m15,-0.05002001
m16,0.0034866482
m17,0.08004171
m18,0.05407049
m19,0.0022639856
m20,0.037806567
m21,-0.09144612
m22,-0.06644308
m23,-0.053356446
m24,-0.01216567
m25,0.05970505
m26,0.07326178
m1.2,-0.17131753
m2.3,0.36551732
m3.4,0.550795
m4.5,0.21132782
m5.6,0.51898175
m6.7,-0.22772087
m7.8,0.0963659
m8.9,-0.014996082
m9.10,-0.11405647
m10.11,-0.09221791
m11.12,0.12538616
m12.13,-0.25250995
m13.14,-0.08097425
m14.15,-0.12259969
m15.16,-0.19354996
m16.17,-0.9697963
m17.18,0.20818862
m18.19,0.0794746
m19.20,0.22992595
m20.21,-0.63219154
m21.22,-0.32213286
m22.23,-0.1756195
m23.24,0.036004223
m24.25,-0.21232146
m25.26,0.02798153
m1.2.3,-0.55289584
m2.3.4,-0.34801507
m3.4.5,-0.017565772
m4.5.6,-0.45499545
m5.6.7,-0.33042508
m6.7.8,0.25473988
m7.8.9,-0.10459234
m8.9.10,-0.0073874444
m9.10.11,-0.34172007
m10.11.12,-0.079188436
m11.12.13,-0.3065892
m12.13.14,-0.009588458
m13.14.15,-0.08026103
m14.15.16,-0.10612053
m15.16.17,0.89706105
m16.17.18,1.3327317
m17.18.19,-0.3916083
m18.19.20,-0.9211993
m19.20.21,0.08353749
m20.21.22,0.17373964
m21.22.23,0.23740621
m22.23.24,-0.22831593
m23.24.25,0.45350003
m24.25.26,0.26470444
m1.2.3.4,0.64729017
m2.3.4.5,-0.7745036
m3.4.5.6,-0.057163328
m4.5.6.7,-0.1576637
m5.6.7.8,-0.1672672
m6.7.8.9,-0.16954926
m7.8.9.10,0.1657089
m8.9.10.11,0.66363174
m9.10.11.12,0.5476032
m10.11.12.13,0.8059068
m11.12.13.14,0.32123756
m12.13.14.15,0.6555363
m13.14.15.16,0.056178123
m14.15.16.17,0.056304295
m15.16.17.18,-1.1749728
m16.17.18.19,-0.5213654
m17.18.19.20,-0.68989843
m18.19.20.21,0.68569934
m19.20.21.22,0.12446906
m20.21.22.23,-0.21380986
m21.22.23.24,0.3666346
m22.23.24.25,0.00225294
m23.24.25.26,-0.015948404
m1.2.3.4.5,0.019814149
m2.3.4.5.6,-0.81461585
m3.4.5.6.7,0.81617296
m4.5.6.7.8,0.6593935
m5.6.7.8.9,-0.7421851
m6.7.8.9.10,0.3387854
m7.8.9.10.11,0.036881045
m8.9.10.11.12,-0.8626113
m9.10.11.12.13,-0.43648872
m10.11.12.13.14,-0.5275421
m11.12.13.14.15,0.17908359
m12.13.14.15.16,0.22307763
m13.14.15.16.17,0.35070032
m14.15.16.17.18,-0.3701114
m15.16.17.18.19,0.58538604
m16.17.18.19.20,0.70638996
m17.18.19.20.21,0.42700318
m18.19.20.21.22,0.5592947
m19.20.21.22.23,-0.26235297
m20.21.22.23.24,0.016502842
m21.22.23.24.25,-0.5166767
m22.23.24.25.26,0.13326326
m1.2.3.4.5.6,-0.019720018
m2.3.4.5.6.7,0.54071116
m3.4.5.6.7.8,-0.20742817
m4.5.6.7.8.9,-0.13592783
m5.6.7.8.9.10,-0.2340286
m6.7.8.9.10.11,-0.39288983
m7.8.9.10.11.12,0.08817965
m8.9.10.11.12.13,-0.34777224
m9.10.11.12.13.14,-0.23549896
m10.11.12.13.14.15,-0.23329376
m11.12.13.14.15.16,-0.25350285
m12.13.14.15.16.17,-0.23359564
m13.14.15.16.17.18,-0.16366662
m14.15.16.17.18.19,0.55351925
m15.16.17.18.19.20,0.6513745
m16.17.18.19.20.21,0.017094485
m17.18.19.20.21.22,0.60428923
m18.19.20.21.22.23,-0.51607645
m19.20.21.22.23.24,0.32130903
m20.21.22.23.24.25,0.6124425
m21.22.23.24.25.26,-0.35173243
m1.2.3.4.5.6.7,0.6305236
m2.3.4.5.6.7.8,-0.28819537
m3.4.5.6.7.8.9,-0.27799454
m4.5.6.7.8.9.10,0.37224174
m5.6.7.8.9.10.11,-0.4855036
m6.7.8.9.10.11.12,0.91161615
m7.8.9.10.11.12.13,-0.5215336
m8.9.10.11.12.13.14,0.54586583
m9.10.11.12.13.14.15,0.20111102
m10.11.12.13.14.15.16,-0.4447788
m11.12.13.14.15.16.17,0.007072419
m12.13.14.15.16.17.18,0.34382915
m13.14.15.16.17.18.19,-0.5919498
m14.15.16.17.18.19.20,0.6200509
m15.16.17.18.19.20.21,-0.45558885
m16.17.18.19.20.21.22,-0.0012550056
m17.18.19.20.21.22.23,-0.47072834
m18.19.20.21.22.23.24,0.06743403
m19.20.21.22.23.24.25,-0.25210986
m20.21.22.23.24.25.26,0.05006771
m1.2.3.4.5.6.7.8,-0.37470427
m2.3.4.5.6.7.8.9,0.33595473
m3.4.5.6.7.8.9.10,0.095806405
m4.5.6.7.8.9.10.11,0.12117849
m5.6.7.8.9.10.11.12,-0.2631029
m6.7.8.9.10.11.12.13,0.30231738
m7.8.9.10.11.12.13.14,-0.60957295
m8.9.10.11.12.13.14.15,0.5928245
m9.10.11.12.13.14.15.16,-0.009228755
m10.11.12.13.14.15.16.17,-0.18332872
m11.12.13.14.15.16.17.18,-0.40866888
m12.13.14.15.16.17.18.19,-0.08384266
m13.14.15.16.17.18.19.20,-0.52531075
m14.15.16.17.18.19.20.21,-0.45343885
m15.16.17.18.19.20.21.22,-0.47433558
m16.17.18.19.20.21.22.23,0.523967
m17.18.19.20.21.22.23.24,-0.58176565
m18.19.20.21.22.23.24.25,0.05415295
m19.20.21.22.23.24.25.26,-0.5991141
m1.2.3.4.5.6.7.8.9,-0.1518661
m2.3.4.5.6.7.8.9.10,0.38445622
m3.4.5.6.7.8.9.10.11,0.5389782
m4.5.6.7.8.9.10.11.12,-0.5156407
m5.6.7.8.9.10.11.12.13,0.3641088
m6.7.8.9.10.11.12.13.14,0.21402994
m7.8.9.10.11.12.13.14.15,-0.28795144
m8.9.10.11.12.13.14.15.16,0.38223794
m9.10.11.12.13.14.15.16.17,0.25169772
m10.11.12.13.14.15.16.17.18,0.09433954
m11.12.13.14.15.16.17.18.19,-0.14297958
m12.13.14.15.16.17.18.19.20,-0.74376947
m13.14.15.16.17.18.19.20.21,0.08809976
m14.15.16.17.18.19.20.21.22,-0.243195
