term,value
m1,-0.005027573
m2,0.019098807
m3,0.049240258
m4,-0.13135566
m5,-0.1274709
m6,-0.07692113
m7,-0.21870102
m8,-0.904931
m9,-0.157256
m1.2,0.029164895
m2.3,-0.17983884
m3.4,-0.043206055
m4.5,-0.02123461
m5.6,0.067271024
m6.7,-0.12654185
m7.8,0.5835323
m8.9,0.21903017
m1.2.3,-0.06563555
m2.3.4,0.123250544
m3.4.5,0.048932064
m4.5.6,-0.02453323
m5.6.7,-0.3775928
m6.7.8,-0.257474
m7.8.9,-0.4453064
m1.2.3.4,0.049695253
m2.3.4.5,-0.09206178
m3.4.5.6,0.06399478
m4.5.6.7,-0.006879038
m5.6.7.8,0.34785137
m6.7.8.9,0.37905708
m1.2.3.4.5,0.044805966
m2.3.4.5.6,0.08811932
m3.4.5.6.7,-0.03422883
m4.5.6.7.8,0.12049788
m5.6.7.8.9,-0.0017606551
m1.2.3.4.5.6,-0.04786612
m2.3.4.5.6.7,0.026560728
m3.4.5.6.7.8,-0.060712293
m4.5.6.7.8.9,0.011729314
m1.2.3.4.5.6.7,-0.08585512
m2.3.4.5.6.7.8,0.009869297
m3.4.5.6.7.8.9,-0.007320266
m1.2.3.4.5.6.7.8,0.08067857
m2.3.4.5.6.7.8.9,0.0020428337
m1.2.3.4.5.6.7.8.9,0.00017710682
