term,value
m1,-0.0058433604
m2,-0.0114782825
m3,0.009118933
m4,-0.004900652
m5,0.065044016
m6,0.007002313
m7,-0.010647614
m8,0.054232392
m9,0.022903603
m10,-0.01418977
m11,0.018475495
m12,0.0054086596
m13,-0.0019973777
m14,-0.003368225
m15,-0.0127927605
m16,-0.012554304
m17,0.05492307
m18,0.055456463
m19,0.0062867566
m20,-0.02623289
m21,-0.14776745
m22,0.014357602
m23,0.042639453
m24,0.0119392425
m25,0.013569247
m1.2,0.0048074396
m2.3,-0.01725211
m3.4,-0.0024844185
m4.5,-0.014713773
m5.6,-0.014867209
m6.7,0.02378148
m7.8,0.009729331
m8.9,-0.011421659
m9.10,0.0070257112
m10.11,0.0135235265
m11.12,-0.007947512
m12.13,0.0033644596
m13.14,-0.0006195884
m14.15,0.019298507
m15.16,0.035709232
m16.17,-3.4924597e-05
m17.18,-0.04298908
m18.19,-0.007700259
m19.20,0.02765886
m20.21,0.051469218
m21.22,0.14741705
m22.23,-0.038090844
m23.24,0.026371907
m24.25,-0.009705086
m1.2.3,-0.0020460784
m2.3.4,0.007008292
m3.4.5,-0.024356207
m4.5.6,0.006249157
m5.6.7,0.012486591
m6.7.8,-0.004873071
m7.8.9,-0.016649943
m8.9.10,0.00038092025
m9.10.11,-0.015854208
m10.11.12,-0.0050166436
m11.12.13,-0.04020107
m12.13.14,0.004321644
m13.14.15,-0.00934076
m14.15.16,-0.0148759065
m15.16.17,-0.008815948
m16.17.18,-0.0006364137
m17.18.19,0.018156808
m18.19.20,-0.02139618
m19.20.21,-0.012904143
m20.21.22,-0.026697323
m21.22.23,-0.013026304
m22.23.24,-0.022119112
m23.24.25,-0.010923548
m1.2.3.4,0.013596426
m2.3.4.5,0.0208894
m3.4.5.6,0.013194255
m4.5.6.7,0.0029630605
m5.6.7.8,-0.059902076
m6.7.8.9,-0.01438011
m7.8.9.10,0.012837166
m8.9.10.11,-0.027748317
m9.10.11.12,-0.017816901
m10.11.12.13,0.039224245
m11.12.13.14,0.051953282
m12.13.14.15,0.008475247
m13.14.15.16,-0.01676013
m14.15.16.17,-0.024788218
m15.16.17.18,-0.0133469235
m16.17.18.19,-0.0049247527
m17.18.19.20,-0.026481593
m18.19.20.21,0.09430099
m19.20.21.22,-0.010863032
m20.21.22.23,-0.013753193
m21.22.23.24,-0.017341862
m22.23.24.25,-0.0015356564
m1.2.3.4.5,-0.017535351
m2.3.4.5.6,-0.019176956
m3.4.5.6.7,-0.019581567
m4.5.6.7.8,0.007810264
m5.6.7.8.9,0.02032563
m6.7.8.9.10,0.003912531
m7.8.9.10.11,0.03832619
m8.9.10.11.12,0.025325883
m9.10.11.12.13,0.03170589
m10.11.12.13.14,-0.044877145
m11.12.13.14.15,-0.020763874
m12.13.14.15.16,-0.060673468
m13.14.15.16.17,0.033635084
m14.15.16.17.18,0.014348609
m15.16.17.18.19,0.027378278
m16.17.18.19.20,2.4587847e-05
m17.18.19.20.21,-0.002669689
m18.19.20.21.22,-0.09071921
m19.20.21.22.23,0.0128101995
m20.21.22.23.24,0.026046315
m21.22.23.24.25,0.017727807
m1.2.3.4.5.6,0.0061166184
m2.3.4.5.6.7,0.024897492
m3.4.5.6.7.8,0.012664906
m4.5.6.7.8.9,0.023083784
m5.6.7.8.9.10,-0.020289797
m6.7.8.9.10.11,-0.01789968
m7.8.9.10.11.12,-0.03360209
m8.9.10.11.12.13,-0.04755339
m9.10.11.12.13.14,0.015417111
m10.11.12.13.14.15,0.011127774
m11.12.13.14.15.16,0.067880385
m12.13.14.15.16.17,0.042975828
m13.14.15.16.17.18,-0.00092423335
m14.15.16.17.18.19,-0.028371
m15.16.17.18.19.20,-0.026571702
m16.17.18.19.20.21,0.025807742
m17.18.19.20.21.22,-0.017799348
m18.19.20.21.22.23,0.0029427167
m19.20.21.22.23.24,-0.016000103
m20.21.22.23.24.25,-0.0146909505
m1.2.3.4.5.6.7,-0.006263772
m2.3.4.5.6.7.8,-0.016956273
m3.4.5.6.7.8.9,-0.026550027
m4.5.6.7.8.9.10,-0.017460983
