term,value
m1,0.012392252
m2,-0.42474383
m3,-0.06939581
m4,0.040204428
m5,0.13337648
m6,-0.03978085
m7,0.021550536
m8,0.04583825
m9,-0.05703163
m10,0.105859414
m11,0.22562842
m12,-0.0748244
m13,0.047693707
m14,-0.4626902
m15,-0.025805369
m16,-0.28495187
m17,0.017044857
m18,0.07363711
m19,-0.00074098073
m20,0.02359958
m21,0.06489439
m22,-0.0982989
m1.2,-0.04469876
m2.3,-0.047932893
m3.4,0.012396723
m4.5,0.17391588
m5.6,0.018284075
m6.7,0.093789235
m7.8,-0.30365488
m8.9,0.054487385
m9.10,-0.14508761
m10.11,-0.033612996
m11.12,-0.38019735
m12.13,-0.17322457
m13.14,-15.158183
m14.15,0.29090708
m15.16,0.25973153
m16.17,0.1001576
m17.18,-0.2889688
m18.19,-0.065209195
m19.20,0.04005609
m20.21,-0.39923242
m21.22,-0.060117513
m1.2.3,0.28381458
m2.3.4,0.058651984
m3.4.5,-0.3919679
m4.5.6,-0.14649707
m5.6.7,7.57365
m6.7.8,0.122659385
m7.8.9,0.36344257
m8.9.10,0.29978606
m9.10.11,0.10211214
m10.11.12,0.33354747
m11.12.13,0.44679695
m12.13.14,15.7079525
m13.14.15,15.336831
m14.15.16,-0.056066833
m15.16.17,-0.3857092
m16.17.18,0.033735666
m17.18.19,0.3786983
m18.19.20,0.118661955
m19.20.21,8.845688
m20.21.22,0.47362834
m1.2.3.4,-0.24289654
m2.3.4.5,-1.6995472
m3.4.5.6,0.4569249
m4.5.6.7,-7.835411
m5.6.7.8,-7.783782
m6.7.8.9,-0.13936561
m7.8.9.10,-0.20032637
m8.9.10.11,-0.07148278
m9.10.11.12,-12.529797
m10.11.12.13,0.44142938
m11.12.13.14,-0.72637403
m12.13.14.15,-15.034235
m13.14.15.16,-0.4877715
m14.15.16.17,-0.29736245
m15.16.17.18,6.341048
m16.17.18.19,-0.1063755
m17.18.19.20,-0.2015698
m18.19.20.21,-8.193008
m19.20.21.22,-8.807014
m1.2.3.4.5,1.8690836
m2.3.4.5.6,1.5722903
m3.4.5.6.7,-0.12050735
m4.5.6.7.8,8.059899
m5.6.7.8.9,9.078233
m6.7.8.9.10,-0.78008324
m7.8.9.10.11,7.1121626
m8.9.10.11.12,6.7781305
m9.10.11.12.13,5.9810615
m10.11.12.13.14,-0.2903953
m11.12.13.14.15,0.024942711
m12.13.14.15.16,6.7993097
m13.14.15.16.17,19.941898
m14.15.16.17.18,0.50556403
m15.16.17.18.19,-5.751302
m16.17.18.19.20,0.44546312
m17.18.19.20.21,-0.293795
m18.19.20.21.22,7.889979
m1.2.3.4.5.6,-1.8084663
m2.3.4.5.6.7,-7.3909636
m3.4.5.6.7.8,0.15820791
m4.5.6.7.8.9,-9.230967
m5.6.7.8.9.10,1.9090669
m6.7.8.9.10.11,10.050975
m7.8.9.10.11.12,-1.0914617
m8.9.10.11.12.13,3.5569239
m9.10.11.12.13.14,-10.748042
m10.11.12.13.14.15,-2.9772325
m11.12.13.14.15.16,-7.2880335
m12.13.14.15.16.17,-26.6085
m13.14.15.16.17.18,-26.166975
m14.15.16.17.18.19,-10.580286
m15.16.17.18.19.20,6.6878724
m16.17.18.19.20.21,9.516384
m17.18.19.20.21.22,0.3801497
m1.2.3.4.5.6.7,7.7278204
m2.3.4.5.6.7.8,22.456442
m3.4.5.6.7.8.9,-3.6538415
m4.5.6.7.8.9.10,-1.1132203
m5.6.7.8.9.10.11,-25.191631
m6.7.8.9.10.11.12,-9.347898
m7.8.9.10.11.12.13,-10.454147
m8.9.10.11.12.13.14,27.06436
m9.10.11.12.13.14.15,19.682205
m10.11.12.13.14.15.16,3.1685805
m11.12.13.14.15.16.17,-0.82906294
m12.13.14.15.16.17.18,10.551946
m13.14.15.16.17.18.19,16.55803
m14.15.16.17.18.19.20,-15.243711
m15.16.17.18.19.20.21,6.2667937
m16.17.18.19.20.21.22,-9.729375
m1.2.3.4.5.6.7.8,-23.360088
m2.3.4.5.6.7.8.9,-11.981636
m3.4.5.6.7.8.9.10,-10.043785
m4.5.6.7.8.9.10.11,8.501708
m5.6.7.8.9.10.11.12,-10.054063
m6.7.8.9.10.11.12.13,-0.19669113
m7.8.9.10.11.12.13.14,-16.070465
m8.9.10.11.12.13.14.15,-37.147297
m9.10.11.12.13.14.15.16,-2.5723095
m10.11.12.13.14.15.16.17,8.304076
m11.12.13.14.15.16.17.18,-3.2114081
m12.13.14.15.16.17.18.19,19.552505
m13.14.15.16.17.18.19.20,-8.633104
m14.15.16.17.18.19.20.21,2.409834
m15.16.17.18.19.20.21.22,-13.278226
m1.2.3.4.5.6.7.8.9,16.325396
m2.3.4.5.6.7.8.9.10,10.720884
m3.4.5.6.7.8.9.10.11,-38.017925
m4.5.6.7.8.9.10.11.12,25.9626
m5.6.7.8.9.10.11.12.13,-8.885523
m6.7.8.9.10.11.12.13.14,-9.406725
m7.8.9.10.11.12.13.14.15,38.69664
m8.9.10.11.12.13.14.15.16,-0.43312314
m9.10.11.12.13.14.15.16.17,-0.41596332
m10.11.12.13.14.15.16.17.18,12.183051
m11.12.13.14.15.16.17.18.19,1.4859964
m12.13.14.15.16.17.18.19.20,-13.315872
m13.14.15.16.17.18.19.20.21,-6.029785
m14.15.16.17.18.19.20.21.22,23.174637
m1.2.3.4.5.6.7.8.9.10,-0.47935477
m2.3.4.5.6.7.8.9.10.11,26.184038
m3.4.5.6.7.8.9.10.11.12,4.8227506
m4.5.6.7.8.9.10.11.12.13,-4.385374
m5.6.7.8.9.10.11.12.13.14,13.133821
m6.7.8.9.10.11.12.13.14.15,13.013212
m7.8.9.10.11.12.13.14.15.16,-22.85346
m8.9.10.11.12.13.14.15.16.17,0.66978854
m9.10.11.12.13.14.15.16.17.18,19.028444
m10.11.12.13.14.15.16.17.18.19,15.638629
m11.12.13.14.15.16.17.18.19.20,31.673368
m12.13.14.15.16.17.18.19.20.21,9.672205
m13.14.15.16.17.18.19.20.21.22,4.8633747
m1.2.3.4.5.6.7.8.9.10.11,10.9804735
m2.3.4.5.6.7.8.9.10.11.12,16.742044
m3.4.5.6.7.8.9.10.11.12.13,22.695883
m4.5.6.7.8.9.10.11.12.13.14,4.126007
m5.6.7.8.9.10.11.12.13.14.15,-27.192741
m6.7.8.9.10.11.12.13.14.15.16,9.094964
m7.8.9.10.11.12.13.14.15.16.17,-14.806934
m8.9.10.11.12.13.14.15.16.17.18,-16.03723
m9.10.11.12.13.14.15.16.17.18.19,-34.62215
m10.11.12.13.14.15.16.17.18.19.20,-42.137413
m11.12.13.14.15.16.17.18.19.20.21,-23.564114
m12.13.14.15.16.17.18.19.20.21.22,-7.2120824
m1.2.3.4.5.6.7.8.9.10.11.12,-20.926722
m2.3.4.5.6.7.8.9.10.11.12.13,2.1194866
m3.4.5.6.7.8.9.10.11.12.13.14,11.735065
m4.5.6.7.8.9.10.11.12.13.14.15,1.7847776
m5.6.7.8.9.10.11.12.13.14.15.16,15.131329
m6.7.8.9.10.11.12.13.14.15.16.17,6.7807755
m7.8.9.10.11.12.13.14.15.16.17.18,4.406861
m8.9.10.11.12.13.14.15.16.17.18.19,-16.000957
m9.10.11.12.13.14.15.16.17.18.19.20,11.629886
m10.11.12.13.14.15.16.17.18.19.20.21,6.0246215
m11.12.13.14.15.16.17.18.19.20.21.22,2.3507514
m1.2.3.4.5.6.7.8.9.10.11.12.13,-11.354015
m2.3.4.5.6.7.8.9.10.11.12.13.14,-39.91503
m3.4.5.6.7.8.9.10.11.12.13.14.15,-5.245315
m4.5.6.7.8.9.10.11.12.13.14.15.16,1.8496306
m5.6.7.8.9.10.11.12.13.14.15.16.17,4.634968
m6.7.8.9.10.11.12.13.14.15.16.17.18,13.07997
m7.8.9.10.11.12.13.14.15.16.17.18.19,25.845339
m8.9.10.11.12.13.14.15.16.17.18.19.20,-5.7171836
m9.10.11.12.13.14.15.16.17.18.19.20.21,4.01117
m10.11.12.13.14.15.16.17.18.19.20.21.22,-0.035710193
m1.2.3.4.5.6.7.8.9.10.11.12.13.14,20.547247
m2.3.4.5.6.7.8.9.10.11.12.13.14.15,-5.2874546
m3.4.5.6.7.8.9.10.11.12.13.14.15.16,28.16909
m4.5.6.7.8.9.10.11.12.13.14.15.16.17,21.29679
m5.6.7.8.9.10.11.12.13.14.15.16.17.18,32.76336
m6.7.8.9.10.11.12.13.14.15.16.17.18.19,40.594475
m7.8.9.10.11.12.13.14.15.16.17.18.19.20,42.948128
m8.9.10.11.12.13.14.15.16.17.18.19.20.21,21.971476
m9.10.11.12.13.14.15.16.17.18.19.20.21.22,-0.4794297
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15,4.346518
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16,-27.265966
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17,-29.427835
m4.5.6.7.8.9.10.11.12.13.14.15.16.17.18,-57.196705
m5.6.7.8.9.10.11.12.13.14.15.16.17.18.19,-21.339005
m6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,-41.276974
m7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,-34.501926
m8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,15.6032095
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16,-3.8918009
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17,11.379217
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18,1.6459128
m4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19,7.7105546
m5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,5.1609755
m6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,-35.592438
m7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,-19.09711
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17,-0.0108293295
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18,14.927775
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19,28.001059
m4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,34.412693
m5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,28.676579
m6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,3.7451243
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18,-13.087349
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19,-23.379757
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,-2.4413443
m4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,-6.5249424
m5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,-17.602303
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19,-42.921196
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,-22.090092
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,-21.078335
m4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,-27.527552
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,17.869421
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,3.4606867
m3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,12.645923
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21,35.22034
m2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,29.822002
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22,2.8659096
