term,value
m1,-0.018029612
m2,-0.5945253
m3,0.16029577
m4,0.20952043
m5,0.07432398
m6,0.12495737
m7,0.08732109
m8,0.13187148
m9,0.074289724
m10,-0.14317223
m11,0.073125854
m12,0.038170196
m1.2,0.011659253
m2.3,-0.09284433
m3.4,-0.1424112
m4.5,-0.1461123
m5.6,-0.038343824
m6.7,-0.04647436
m7.8,-0.111109085
m8.9,-0.16449401
m9.10,-0.16897847
m10.11,-0.11463505
m11.12,-0.0688533
m1.2.3,0.0032206457
m2.3.4,-0.041646257
m3.4.5,0.059142448
m4.5.6,0.035474703
m5.6.7,0.017107345
m6.7.8,0.065536186
m7.8.9,0.108330905
m8.9.10,0.20594482
m9.10.11,0.07412029
m10.11.12,0.14494549
m1.2.3.4,0.003136292
m2.3.4.5,0.077301376
m3.4.5.6,0.1343554
m4.5.6.7,-0.07129397
m5.6.7.8,-0.006141916
m6.7.8.9,-0.04267753
m7.8.9.10,-0.10867542
m8.9.10.11,-0.012806542
m9.10.11.12,0.016489416
m1.2.3.4.5,0.014725797
m2.3.4.5.6,-0.22727068
m3.4.5.6.7,0.052446708
m4.5.6.7.8,0.06722261
m5.6.7.8.9,-0.028772518
m6.7.8.9.10,0.0909172
m7.8.9.10.11,0.10073856
m8.9.10.11.12,-0.09631897
m1.2.3.4.5.6,-0.013451755
m2.3.4.5.6.7,0.011927905
m3.4.5.6.7.8,-0.033414394
m4.5.6.7.8.9,0.0013899729
m5.6.7.8.9.10,0.11007292
m6.7.8.9.10.11,-0.020208716
m7.8.9.10.11.12,-0.09911815
m1.2.3.4.5.6.7,0.0014601499
m2.3.4.5.6.7.8,-0.116844386
m3.4.5.6.7.8.9,-0.009944627
m4.5.6.7.8.9.10,0.009811033
m5.6.7.8.9.10.11,-0.08679691
m6.7.8.9.10.11.12,0.04182674
m1.2.3.4.5.6.7.8,-0.0025869831
m2.3.4.5.6.7.8.9,-0.020132996
m3.4.5.6.7.8.9.10,-0.025004568
m4.5.6.7.8.9.10.11,-0.027605115
m5.6.7.8.9.10.11.12,0.03717302
m1.2.3.4.5.6.7.8.9,8.120388e-05
m2.3.4.5.6.7.8.9.10,0.048272543
m3.4.5.6.7.8.9.10.11,0.048700895
m4.5.6.7.8.9.10.11.12,0.014727965
m1.2.3.4.5.6.7.8.9.10,-0.00017908216
m2.3.4.5.6.7.8.9.10.11,-0.015525494
m3.4.5.6.7.8.9.10.11.12,-0.074120395
m1.2.3.4.5.6.7.8.9.10.11,-3.1530857e-05
m2.3.4.5.6.7.8.9.10.11.12,0.04505107
m1.2.3.4.5.6.7.8.9.10.11.12,1.4223158e-05
