term,value
m1,0.01649612
m2,0.1215874
m3,-0.25481433
m4,0.00697032
m5,0.11026101
m6,-0.102699295
m7,-0.022525676
m8,-0.008846868
m9,0.07349304
m10,-0.051919073
m11,-0.6115985
m12,0.07156913
m13,0.03130552
m14,0.08030015
m15,0.099743456
m1.2,0.03385101
m2.3,0.060177416
m3.4,0.096560955
m4.5,-0.16049899
m5.6,-0.09083094
m6.7,0.091897756
m7.8,-0.034617737
m8.9,-0.21040684
m9.10,0.001927413
m10.11,-0.11124537
m11.12,-0.25195563
m12.13,-0.16457096
m13.14,-0.17558491
m14.15,-0.06843038
m1.2.3,0.1362516
m2.3.4,0.005711369
m3.4.5,-0.06320521
m4.5.6,0.3271933
m5.6.7,-0.15062337
m6.7.8,-0.10070707
m7.8.9,-0.043995045
m8.9.10,-0.0670669
m9.10.11,5.9586053
m10.11.12,0.13261425
m11.12.13,0.18896824
m12.13.14,0.019576445
m13.14.15,0.08625916
m1.2.3.4,-0.072712936
m2.3.4.5,0.41152233
m3.4.5.6,-0.13797252
m4.5.6.7,0.03209129
m5.6.7.8,0.48072615
m6.7.8.9,0.334276
m7.8.9.10,0.22809863
m8.9.10.11,-5.3180995
m9.10.11.12,-6.0513377
m10.11.12.13,0.04342383
m11.12.13.14,0.5542279
m12.13.14.15,0.017991144
m1.2.3.4.5,0.046975918
m2.3.4.5.6,0.029716522
m3.4.5.6.7,0.29360604
m4.5.6.7.8,-23.384693
m5.6.7.8.9,-0.67710334
m6.7.8.9.10,0.052807495
m7.8.9.10.11,-0.26789933
m8.9.10.11.12,-32.63809
m9.10.11.12.13,-0.19087231
m10.11.12.13.14,-0.054102622
m11.12.13.14.15,-0.35363185
m1.2.3.4.5.6,0.06187178
m2.3.4.5.6.7,-0.33740392
m3.4.5.6.7.8,23.082134
m4.5.6.7.8.9,23.377544
m5.6.7.8.9.10,0.31549588
m6.7.8.9.10.11,-0.4673389
m7.8.9.10.11.12,38.465237
m8.9.10.11.12.13,38.291824
m9.10.11.12.13.14,-0.2437284
m10.11.12.13.14.15,-0.07414964
m1.2.3.4.5.6.7,0.029422231
m2.3.4.5.6.7.8,54.793583
m3.4.5.6.7.8.9,-23.16295
m4.5.6.7.8.9.10,-0.25706995
m5.6.7.8.9.10.11,-15.984028
m6.7.8.9.10.11.12,45.952522
m7.8.9.10.11.12.13,-38.062607
m8.9.10.11.12.13.14,-4.6237373
m9.10.11.12.13.14.15,0.39002764
m1.2.3.4.5.6.7.8,-54.73949
m2.3.4.5.6.7.8.9,-54.12201
m3.4.5.6.7.8.9.10,-56.317493
m4.5.6.7.8.9.10.11,16.161436
m5.6.7.8.9.10.11.12,-29.699003
m6.7.8.9.10.11.12.13,-45.76083
m7.8.9.10.11.12.13.14,4.4940786
m8.9.10.11.12.13.14.15,4.404854
m1.2.3.4.5.6.7.8.9,54.44643
m2.3.4.5.6.7.8.9.10,55.618477
m3.4.5.6.7.8.9.10.11,28.796545
m4.5.6.7.8.9.10.11.12,72.2543
m5.6.7.8.9.10.11.12.13,-27.729559
m6.7.8.9.10.11.12.13.14,-0.31723815
m7.8.9.10.11.12.13.14.15,-4.8376417
m1.2.3.4.5.6.7.8.9.10,0.06576326
m2.3.4.5.6.7.8.9.10.11,-99.483986
m3.4.5.6.7.8.9.10.11.12,-67.40835
m4.5.6.7.8.9.10.11.12.13,-15.294786
m5.6.7.8.9.10.11.12.13.14,-18.824564
m6.7.8.9.10.11.12.13.14.15,0.3305168
m1.2.3.4.5.6.7.8.9.10.11,71.20801
m2.3.4.5.6.7.8.9.10.11.12,49.545208
m3.4.5.6.7.8.9.10.11.12.13,88.566574
m4.5.6.7.8.9.10.11.12.13.14,19.971672
m5.6.7.8.9.10.11.12.13.14.15,92.27237
m1.2.3.4.5.6.7.8.9.10.11.12,-71.055084
m2.3.4.5.6.7.8.9.10.11.12.13,0.43093988
m3.4.5.6.7.8.9.10.11.12.13.14,94.58203
m4.5.6.7.8.9.10.11.12.13.14.15,-93.01462
m1.2.3.4.5.6.7.8.9.10.11.12.13,0.13549599
m2.3.4.5.6.7.8.9.10.11.12.13.14,-94.94634
m3.4.5.6.7.8.9.10.11.12.13.14.15,-87.999535
m1.2.3.4.5.6.7.8.9.10.11.12.13.14,-0.24415387
m2.3.4.5.6.7.8.9.10.11.12.13.14.15,88.15333
m1.2.3.4.5.6.7.8.9.10.11.12.13.14.15,0.23548688
