term,value
m1,-0.030966386
m2,0.095442876
m3,-0.016793923
m4,0.008156383
m5,0.052711226
m6,0.0037585192
m7,0.014128157
m8,0.14371023
m9,0.053247314
m10,0.029805891
m11,-0.020020604
m12,-0.11437552
m13,-0.09862257
m14,-0.081099354
m15,-0.10900282
m16,-0.028881162
m17,-0.04662116
m18,-0.019991864
m19,-0.018623546
m20,0.019951927
m21,0.007373169
m22,-0.061994143
m23,-0.03438764
m24,0.08453256
m25,0.009330109
m1.2,0.044334482
m2.3,-0.035423066
m3.4,0.022496171
m4.5,0.020188447
m5.6,0.022020916
m6.7,-0.0041553006
m7.8,-0.044548295
m8.9,-0.012947828
m9.10,0.0803746
m10.11,0.014820164
m11.12,-0.0032130452
m12.13,-0.023866367
m13.14,0.09088484
m14.15,0.044721868
m15.16,-0.1225729
m16.17,-0.15844488
m17.18,0.0004864931
m18.19,-0.037438784
m19.20,-0.018608607
m20.21,-0.095893644
m21.22,0.012461297
m22.23,-0.0069800913
m23.24,-0.016512053
m24.25,0.1504501
m1.2.3,-0.019811444
m2.3.4,0.0072009694
m3.4.5,0.014402838
m4.5.6,-0.029980311
m5.6.7,0.020629149
m6.7.8,-0.0139113
m7.8.9,-0.0041416287
m8.9.10,-0.12123377
m9.10.11,0.028560858
m10.11.12,-0.008197015
m11.12.13,-0.07451241
m12.13.14,0.120947264
m13.14.15,0.023862042
m14.15.16,0.121171914
m15.16.17,-0.17814977
m16.17.18,0.029256172
m17.18.19,0.07636557
m18.19.20,-0.0105685275
m19.20.21,-0.025694542
m20.21.22,0.094998375
m21.22.23,0.17347085
m22.23.24,0.15762019
m23.24.25,0.04819677
m1.2.3.4,0.023788957
m2.3.4.5,-0.047533136
m3.4.5.6,-0.017320711
m4.5.6.7,-0.03436941
m5.6.7.8,0.0754585
m6.7.8.9,0.054734245
m7.8.9.10,-0.00959375
m8.9.10.11,0.02584124
m9.10.11.12,-0.06743418
m10.11.12.13,-0.10090538
m11.12.13.14,0.11506517
m12.13.14.15,-0.0015299022
m13.14.15.16,-0.07100625
m14.15.16.17,0.06064718
m15.16.17.18,0.021563625
m16.17.18.19,0.025577035
m17.18.19.20,-0.008943183
m18.19.20.21,-0.03511062
m19.20.21.22,0.011230495
m20.21.22.23,-0.1266495
m21.22.23.24,-0.17729291
m22.23.24.25,-0.09966606
m1.2.3.4.5,-0.026916556
m2.3.4.5.6,0.17243236
m3.4.5.6.7,-0.015731156
m4.5.6.7.8,-0.055219032
m5.6.7.8.9,-0.19104105
m6.7.8.9.10,-0.10382239
m7.8.9.10.11,-0.06856325
m8.9.10.11.12,0.16143057
m9.10.11.12.13,0.20771466
m10.11.12.13.14,0.11551241
m11.12.13.14.15,0.035092354
m12.13.14.15.16,0.051559113
m13.14.15.16.17,0.21240726
m14.15.16.17.18,-0.090718746
m15.16.17.18.19,0.22066323
m16.17.18.19.20,0.0148254065
m17.18.19.20.21,0.08658527
m18.19.20.21.22,-0.056803036
m19.20.21.22.23,-0.007548335
m20.21.22.23.24,-0.011727538
m21.22.23.24.25,-0.026180148
m1.2.3.4.5.6,-0.13017048
m2.3.4.5.6.7,-0.21602847
m3.4.5.6.7.8,0.11120784
m4.5.6.7.8.9,0.023267984
m5.6.7.8.9.10,0.25772083
m6.7.8.9.10.11,0.12296884
m7.8.9.10.11.12,0.1524461
m8.9.10.11.12.13,-0.28979963
m9.10.11.12.13.14,-0.32213998
m10.11.12.13.14.15,0.02931077
m11.12.13.14.15.16,-0.10964848
m12.13.14.15.16.17,0.08385753
m13.14.15.16.17.18,-0.09854391
m14.15.16.17.18.19,-0.22283588
m15.16.17.18.19.20,0.0742496
m16.17.18.19.20.21,-0.13459167
m17.18.19.20.21.22,-0.019048057
