term,value
m1,-0.024594871
m2,-0.057350855
m3,0.067543186
m4,-0.027552567
m5,-0.072163045
m6,-0.090023965
m7,-0.041059684
m8,-0.091960505
m9,-0.15040089
m10,-0.011570856
m11,-0.08914752
m12,-0.047351353
m13,-0.021930272
m14,0.13291883
m15,0.031915244
m16,-0.035698295
m17,-0.054234162
m18,-0.037278015
m19,0.124684796
m20,0.017595805
m21,0.046319388
m22,0.053360343
m1.2,0.043666556
m2.3,0.059137322
m3.4,0.05725267
m4.5,-0.698099
m5.6,0.15482165
m6.7,0.060997114
m7.8,-0.024960652
m8.9,0.018868878
m9.10,-0.0932381
m10.11,0.044563692
m11.12,0.112442255
m12.13,-0.0065151677
m13.14,0.106144845
m14.15,-0.011300564
m15.16,0.018983345
m16.17,0.110272475
m17.18,-0.011469215
m18.19,0.07388668
m19.20,-0.0019014925
m20.21,0.050450284
m21.22,-0.041677658
m1.2.3,-0.06735886
m2.3.4,-0.05029404
m3.4.5,-0.07449319
m4.5.6,0.020362407
m5.6.7,-0.028306507
m6.7.8,-0.017831147
m7.8.9,0.15032147
m8.9.10,0.04943499
m9.10.11,-0.16664056
m10.11.12,-0.14372307
m11.12.13,0.020485424
m12.13.14,0.09790693
m13.14.15,-0.05635055
m14.15.16,-0.010168988
m15.16.17,-0.07218278
m16.17.18,0.061186165
m17.18.19,0.08441298
m18.19.20,-0.006684066
m19.20.21,-0.13851005
m20.21.22,0.02513288
m1.2.3.4,0.09577952
m2.3.4.5,0.2759032
m3.4.5.6,0.19892338
m4.5.6.7,-0.15879455
m5.6.7.8,-0.040394567
m6.7.8.9,-0.18159935
m7.8.9.10,-0.05211637
m8.9.10.11,0.11878583
m9.10.11.12,0.18407413
m10.11.12.13,0.007457327
m11.12.13.14,-0.21652652
m12.13.14.15,-0.06448363
m13.14.15.16,0.022622932
m14.15.16.17,0.014043234
m15.16.17.18,-0.1813922
m16.17.18.19,-0.26026055
m17.18.19.20,-0.013348307
m18.19.20.21,0.0049218684
m19.20.21.22,0.088060245
m1.2.3.4.5,-0.020032004
m2.3.4.5.6,-0.11761501
m3.4.5.6.7,-0.26578397
m4.5.6.7.8,0.1832397
m5.6.7.8.9,0.035491645
m6.7.8.9.10,0.12503988
m7.8.9.10.11,-0.21740018
m8.9.10.11.12,-0.2784838
m9.10.11.12.13,0.031695865
m10.11.12.13.14,0.17641827
m11.12.13.14.15,0.10975871
m12.13.14.15.16,-0.0074006934
m13.14.15.16.17,0.029359557
m14.15.16.17.18,0.15107495
m15.16.17.18.19,0.35552573
m16.17.18.19.20,0.13126075
m17.18.19.20.21,-0.0015800446
m18.19.20.21.22,0.07749832
m1.2.3.4.5.6,-0.2742738
m2.3.4.5.6.7,0.5315674
m3.4.5.6.7.8,-0.0014145039
m4.5.6.7.8.9,-0.066234544
m5.6.7.8.9.10,-0.113094576
m6.7.8.9.10.11,0.22156745
m7.8.9.10.11.12,0.37395626
m8.9.10.11.12.13,0.10260369
m9.10.11.12.13.14,-0.19563948
m10.11.12.13.14.15,-0.12774165
m11.12.13.14.15.16,0.036577754
m12.13.14.15.16.17,-0.02785705
m13.14.15.16.17.18,-0.18787159
m14.15.16.17.18.19,-0.26086515
m15.16.17.18.19.20,-0.08461934
m16.17.18.19.20.21,0.046336003
m17.18.19.20.21.22,0.011273388
m1.2.3.4.5.6.7,-0.28625634
m2.3.4.5.6.7.8,0.0858816
m3.4.5.6.7.8.9,0.018325265
m4.5.6.7.8.9.10,0.033297077
m5.6.7.8.9.10.11,0.10321944
m6.7.8.9.10.11.12,-0.2020283
m7.8.9.10.11.12.13,-0.23911317
m8.9.10.11.12.13.14,-0.0006624423
m9.10.11.12.13.14.15,0.09087196
m10.11.12.13.14.15.16,-0.04466746
m11.12.13.14.15.16.17,-0.10662255
m12.13.14.15.16.17.18,0.17229058
m13.14.15.16.17.18.19,0.28297037
m14.15.16.17.18.19.20,0.28629312
m15.16.17.18.19.20.21,-0.11418833
m16.17.18.19.20.21.22,-0.048731174
m1.2.3.4.5.6.7.8,0.061645996
m2.3.4.5.6.7.8.9,-0.047944024
m3.4.5.6.7.8.9.10,0.20799112
m4.5.6.7.8.9.10.11,-0.21708064
m5.6.7.8.9.10.11.12,0.12169361
m6.7.8.9.10.11.12.13,0.30376583
m7.8.9.10.11.12.13.14,0.23092808
