term,value
m1,0.011535332
m2,0.043687478
m3,-0.01652263
m4,0.010308079
m5,-0.045695346
m6,-0.034185603
m7,-0.085547045
m8,-0.013976891
m9,-0.048177805
m10,-0.05538528
m11,-0.024044357
m12,-0.30674145
m13,0.08784455
m14,-0.0022881348
m15,0.15136297
m16,0.02614413
m17,0.023850847
m18,0.06887992
m19,0.025043316
m20,-0.05946146
m21,-0.09501657
m22,0.12441039
m23,0.032533
m1.2,-0.040417723
m2.3,0.023092229
m3.4,-0.0026408583
m4.5,-0.034765627
m5.6,0.01772499
m6.7,-0.05135305
m7.8,-0.016973512
m8.9,0.028968893
m9.10,0.04572455
m10.11,-0.027492002
m11.12,0.06556864
m12.13,0.27226964
m13.14,0.07595604
m14.15,0.07953547
m15.16,-0.03638196
m16.17,-0.0722689
m17.18,-0.04264807
m18.19,-0.051386088
m19.20,0.027195835
m20.21,0.019970018
m21.22,0.15115035
m22.23,0.020671412
m1.2.3,0.035806462
m2.3.4,-0.030049771
m3.4.5,-0.02853901
m4.5.6,-0.011284575
m5.6.7,0.04227505
m6.7.8,0.128397
m7.8.9,0.010211861
m8.9.10,-0.11847587
m9.10.11,0.028739292
m10.11.12,-0.005746234
m11.12.13,-0.05753851
m12.13.14,-0.004905183
m13.14.15,-0.22869448
m14.15.16,0.021428207
m15.16.17,0.05761964
m16.17.18,0.04866011
m17.18.19,0.035919838
m18.19.20,-0.0397933
m19.20.21,0.0849088
m20.21.22,0.014570956
m21.22.23,-0.12778437
m1.2.3.4,-0.033755172
m2.3.4.5,0.08553828
m3.4.5.6,0.1329059
m4.5.6.7,0.120842025
m5.6.7.8,-0.103204355
m6.7.8.9,-0.10491492
m7.8.9.10,0.1394138
m8.9.10.11,0.04589301
m9.10.11.12,0.13172725
m10.11.12.13,0.10174967
m11.12.13.14,0.008067105
m12.13.14.15,0.00654483
m13.14.15.16,-0.03151532
m14.15.16.17,0.012016641
m15.16.17.18,-0.06535989
m16.17.18.19,-0.082742415
m17.18.19.20,0.08057138
m18.19.20.21,0.038538575
m19.20.21.22,-0.051500794
m20.21.22.23,0.052588776
m1.2.3.4.5,0.021961331
m2.3.4.5.6,-0.12631053
m3.4.5.6.7,-0.22570062
m4.5.6.7.8,0.023731368
m5.6.7.8.9,0.25231308
m6.7.8.9.10,0.038366582
m7.8.9.10.11,-0.09175741
m8.9.10.11.12,0.008772073
m9.10.11.12.13,-0.19060001
m10.11.12.13.14,-0.038888093
m11.12.13.14.15,0.012953451
m12.13.14.15.16,0.040275525
m13.14.15.16.17,0.0354869
m14.15.16.17.18,0.11071719
m15.16.17.18.19,0.0955448
m16.17.18.19.20,0.01811644
m17.18.19.20.21,-0.05747837
m18.19.20.21.22,-0.124244586
m19.20.21.22.23,-0.059464782
m1.2.3.4.5.6,-0.01372382
m2.3.4.5.6.7,0.14908342
m3.4.5.6.7.8,0.086543195
m4.5.6.7.8.9,-0.20941587
m5.6.7.8.9.10,-0.21676141
m6.7.8.9.10.11,-0.033887424
m7.8.9.10.11.12,-0.116088115
m8.9.10.11.12.13,0.0114607345
m9.10.11.12.13.14,-0.029859077
m10.11.12.13.14.15,-0.023508064
m11.12.13.14.15.16,-0.045623444
m12.13.14.15.16.17,-0.015210775
m13.14.15.16.17.18,-0.058800444
m14.15.16.17.18.19,-0.066648066
m15.16.17.18.19.20,-0.08747858
m16.17.18.19.20.21,0.12941752
m17.18.19.20.21.22,0.013095221
m18.19.20.21.22.23,0.13006562
m1.2.3.4.5.6.7,-0.023217723
m2.3.4.5.6.7.8,-0.09379633
m3.4.5.6.7.8.9,0.13082208
m4.5.6.7.8.9.10,0.15250252
m5.6.7.8.9.10.11,0.1276728
m6.7.8.9.10.11.12,0.22948292
m7.8.9.10.11.12.13,0.13521065
m8.9.10.11.12.13.14,0.02173245
m9.10.11.12.13.14.15,-0.012347022
m10.11.12.13.14.15.16,0.046533015
m11.12.13.14.15.16.17,-0.07236667
m12.13.14.15.16.17.18,-0.06662945
m13.14.15.16.17.18.19,-0.032598723
m14.15.16.17.18.19.20,0.08117753
m15.16.17.18.19.20.21,0.023649208
m16.17.18.19.20.21.22,-0.102897495
m17.18.19.20.21.22.23,-0.06642808
m1.2.3.4.5.6.7.8,0.019211156
m2.3.4.5.6.7.8.9,-0.08438795
m3.4.5.6.7.8.9.10,-0.11961977
m4.5.6.7.8.9.10.11,-0.07622963
m5.6.7.8.9.10.11.12,-0.35411188
m6.7.8.9.10.11.12.13,-0.24062498
m7.8.9.10.11.12.13.14,0.07907295
m8.9.10.11.12.13.14.15,-0.002445653
m9.10.11.12.13.14.15.16,0.068168625
m10.11.12.13.14.15.16.17,0.013322667
m11.12.13.14.15.16.17.18,0.06101455
m12.13.14.15.16.17.18.19,0.03968219
m13.14.15.16.17.18.19.20,-0.03760395
m14.15.16.17.18.19.20.21,-0.090097524
m15.16.17.18.19.20.21.22,-0.01597987
m16.17.18.19.20.21.22.23,0.0941868
m1.2.3.4.5.6.7.8.9,0.004157953
m2.3.4.5.6.7.8.9.10,0.13714096
m3.4.5.6.7.8.9.10.11,0.07429348
m4.5.6.7.8.9.10.11.12,0.38409728
m5.6.7.8.9.10.11.12.13,0.31341267
m6.7.8.9.10.11.12.13.14,-0.039201893
m7.8.9.10.11.12.13.14.15,0.024992587
m8.9.10.11.12.13.14.15.16,-0.040632226
m9.10.11.12.13.14.15.16.17,-0.004623661
m10.11.12.13.14.15.16.17.18,-0.07981644
m11.12.13.14.15.16.17.18.19,-1.4687388
m12.13.14.15.16.17.18.19.20,-0.04345398
m13.14.15.16.17.18.19.20.21,0.056617312
m14.15.16.17.18.19.20.21.22,0.13510373
m15.16.17.18.19.20.21.22.23,-0.09318931
m1.2.3.4.5.6.7.8.9.10,-0.06118667
m2.3.4.5.6.7.8.9.10.11,-0.18513969
m3.4.5.6.7.8.9.10.11.12,-0.23493123
m4.5.6.7.8.9.10.11.12.13,-0.41838762
m5.6.7.8.9.10.11.12.13.14,-0.0462885
m6.7.8.9.10.11.12.13.14.15,-0.0069657303
m7.8.9.10.11.12.13.14.15.16,-0.16381836
m8.9.10.11.12.13.14.15.16.17,-0.030753471
